date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema,264ema
2011-12-06,8418,1219000,48518200,43.9,43.9,35.6,41.0,-5.0,864,,,,,
2011-12-07,8418,1471000,62331300,41.0,45.5,39.3,45.5,4.5,762,,,,,
2011-12-08,8418,1812000,83583650,45.4,47.5,44.0,46.3,0.8,863,,,,,
2011-12-09,8418,954000,42286000,44.4,45.95,42.3,45.8,-0.5,389,,,,,
2011-12-12,8418,1023000,46011550,45.0,46.3,43.6,44.0,-1.8,470,44.52,,,,
2011-12-13,8418,559000,23166550,43.8,43.8,40.95,40.95,-3.05,309,43.330000000000005,,,,
2011-12-14,8418,432000,16603850,40.2,40.45,38.1,38.1,-2.85,258,41.58666666666667,,,,
2011-12-15,8418,261000,9700450,38.5,38.7,36.4,36.7,-1.4,190,39.957777777777785,,,,
2011-12-16,8418,264000,10026800,37.0,38.9,36.8,38.5,1.8,162,39.47185185185186,,,,
2011-12-19,8418,305000,11364550,37.5,38.3,35.85,36.5,-2.0,195,38.48123456790124,41.335,,,
2011-12-20,8418,262000,9621300,36.5,37.35,36.25,37.0,0.5,116,37.98748971193416,40.54681818181818,,,
2011-12-21,8418,390000,15043050,37.7,39.3,37.4,39.25,2.25,164,38.408326474622775,40.31103305785124,,,
2011-12-22,8418,438000,16943650,38.95,39.45,38.1,39.0,-0.25,150,38.60555098308185,40.0726634109692,,,
2011-12-23,8418,594000,23782050,39.4,41.2,39.0,40.65,1.65,190,39.287033988721234,40.17763369988389,,,
2011-12-26,8418,249000,10221100,41.0,41.5,40.8,41.0,0.35,116,39.85802265914749,40.327154845359544,,,
2011-12-27,8418,186000,7525050,40.55,41.0,39.9,40.5,-0.5,78,40.07201510609833,40.358581237112354,,,
2011-12-28,8418,184000,7524500,40.5,41.5,40.1,40.8,0.3,76,40.314676737398884,40.43883919400102,,,
2011-12-29,8418,218000,8963500,40.15,41.5,40.1,41.5,0.7,78,40.70978449159926,40.63177752236447,,,
2011-12-30,8418,286000,11980350,41.95,42.45,41.25,41.9,0.4,118,41.106522994399505,40.86236342738911,,,
2012-01-02,8418,107000,4377950,41.6,41.6,40.15,41.0,-0.9,54,41.07101532959967,40.88738825877291,,,
2012-01-03,8418,177000,7338250,41.0,41.9,41.0,41.7,0.7,55,41.28067688639978,41.035135848086924,,,
2012-01-04,8418,176000,7352750,41.75,42.3,41.2,41.75,0.05,61,41.43711792426652,41.165111148434754,40.88181818181818,,
2012-01-05,8418,204000,8516900,41.5,42.25,41.5,41.95,0.2,75,41.608078616177686,41.307818212355706,40.97470355731225,,
2012-01-06,8418,100000,4162700,41.7,41.95,41.0,41.0,-0.95,48,41.405385744118455,41.25185126465467,40.97690324798075,,
2012-01-09,8418,117000,4795450,40.5,41.5,40.1,40.7,-0.3,45,41.170257162745635,41.151514671081095,40.95282470467808,,
2012-01-10,8418,159000,6341600,41.0,41.0,39.25,39.25,-1.45,78,40.530171441830426,40.80578473088453,40.80475299122781,,
2012-01-11,8418,90000,3550250,39.0,39.85,39.0,39.2,-0.05,46,40.086780961220285,40.51382387072371,40.66520925286017,,
2012-01-12,8418,75000,2963200,39.9,39.9,38.8,39.4,0.2,37,39.857853974146856,40.311310439683034,40.55519105695929,,
2012-01-13,8418,250000,9996350,39.1,40.8,39.1,40.3,0.9,78,40.00523598276457,40.3092539961043,40.533000530267174,,
2012-01-16,8418,91000,3643400,40.0,40.6,39.7,39.85,-0.45,42,39.95349065517638,40.22575326953989,40.47360917980916,,
2012-01-17,8418,244000,9911550,39.5,41.0,39.5,40.8,0.95,90,40.23566043678425,40.33016176598718,40.50199099026054,,
2012-01-18,8418,172000,6993000,41.0,41.0,40.3,41.0,0.2,76,40.4904402911895,40.45195053580769,40.54529612154223,,
2012-01-30,8418,564000,24245850,41.5,43.85,41.5,43.85,2.85,222,41.61029352745967,41.069777711115385,40.83266167619073,,
2012-01-31,8418,323000,14074250,43.85,44.2,43.0,43.3,-0.55,131,42.173529018306446,41.47527267273077,41.04721283478284,,
2012-02-01,8418,385000,16803700,43.3,44.7,43.0,44.0,0.7,124,42.782352678870964,41.934314004961536,41.303976936106075,,
2012-02-02,8418,158000,6911850,44.2,44.4,43.2,43.5,-0.5,82,43.021568452580645,42.21898418587762,41.4949354634012,,
2012-02-03,8418,166000,7260550,43.5,44.05,43.25,43.55,0.05,64,43.19771230172043,42.4609870611726,41.67363672745327,,
2012-02-04,8418,291000,13162550,43.9,46.55,43.2,45.5,1.95,147,43.96514153448029,43.01353486823213,42.00636396854429,,
2012-02-06,8418,197000,8809600,45.2,45.8,44.25,44.8,-0.7,98,44.24342768965352,43.33834671037174,42.24928884084479,,
2012-02-07,8418,239000,10715250,44.8,45.0,44.5,45.0,0.2,121,44.49561845976901,43.64046549030415,42.48848111555394,,
2012-02-08,8418,523000,23667050,45.0,46.2,44.8,45.75,0.75,220,44.913745639846006,44.02401721933976,42.77209145333185,,
2012-02-09,8418,385000,17444850,45.5,46.0,44.65,45.3,-0.45,130,45.04249709323067,44.256014088550714,42.991909587824736,,
2012-02-10,8418,110000,4941500,45.45,45.45,44.4,44.85,-0.45,70,44.97833139548712,44.36401152699604,43.153482667144324,,
2012-02-13,8418,447000,20855350,46.0,47.6,45.5,47.0,2.15,228,45.652220930324745,44.8432821584513,43.48796243521873,,
2012-02-14,8418,225000,10294950,46.7,46.7,44.8,45.0,-2.0,125,45.43481395354983,44.87177631146016,43.61944396259102,,
2012-02-15,8418,143000,6455500,45.2,45.6,44.4,45.3,0.3,87,45.38987596903322,44.94963516392195,43.7655792701918,,
2012-02-16,8418,127000,5637450,44.8,45.3,43.05,43.9,-1.4,94,44.893250646022146,44.75879240684523,43.77726802930556,,
2012-02-17,8418,195000,8489000,43.9,44.7,42.8,43.0,-0.9,105,44.2621670973481,44.43901196923701,43.70967950501812,,
2012-02-20,8418,192000,8694650,43.5,46.0,43.5,46.0,3.0,133,44.841444731565396,44.72282797483028,43.90883780892959,,
2012-02-21,8418,237000,10711900,46.0,46.0,44.5,44.6,-1.4,115,44.76096315437693,44.70049561577023,43.96893886902267,,
2012-02-22,8418,992000,47163400,45.0,47.7,45.0,47.7,3.1,448,45.74064210291795,45.245860049266554,44.293378967368525,,
2012-02-23,8418,1129000,55854400,48.9,50.5,48.3,49.5,1.8,581,46.9937614019453,46.019340040309,44.746128622379956,,
2012-02-24,8418,301000,14452700,49.5,49.5,47.1,48.9,-0.6,218,47.629174267963535,46.54309639661645,45.10733482912953,,
2012-02-29,8418,280000,13372900,48.9,48.9,47.3,47.6,-1.3,169,47.61944951197569,46.735260688140734,45.3240883222487,,
2012-03-01,8418,364000,17342450,47.6,48.5,47.2,47.2,-0.4,176,47.47963300798379,46.81975874484242,45.48721107683577,,
2012-03-02,8418,303000,14385700,46.9,47.9,46.85,47.35,0.15,192,47.43642200532253,46.91616624578016,45.64919272232831,,
2012-03-03,8418,337000,15948000,47.35,48.7,46.35,48.5,1.15,224,47.79094800354835,47.20413601927468,45.89708900734324,,
2012-03-05,8418,364000,17483800,48.0,48.5,47.5,48.0,-0.5,191,47.86063200236557,47.34883856122474,46.07995083279165,,
2012-03-06,8418,198000,9129950,48.1,48.6,44.8,46.3,-1.7,160,47.34042133491038,47.158140641002056,46.09908554298368,,
2012-03-07,8418,95000,4403750,45.8,46.9,45.5,46.85,0.55,75,47.17694755660692,47.102115069910774,46.164382452289445,,
2012-03-08,8418,104000,4852150,47.0,47.2,46.2,46.7,-0.15,76,47.017965037737945,47.029003239017904,46.2109578912208,,
2012-03-09,8418,269000,12759700,47.6,47.8,46.9,47.6,0.9,152,47.2119766918253,47.13282083192374,46.33174416154943,,
