date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema
2023-08-15,6757,10352516,478627688,46.85,46.85,42.65,44.5,0.0,1387,,,,
2023-08-16,6757,2587717,105825213,42.6,42.85,40.05,40.05,-4.45,809,,,,
2023-08-17,6757,2613258,98441195,39.9,40.3,36.15,39.75,-0.3,908,,,,
2023-08-18,6757,1827544,68795677,38.0,39.3,36.2,39.3,-0.45,773,,,,
2023-08-21,6757,839473,31371974,37.1,38.05,36.7,38.05,-1.25,358,40.33,,,
2023-08-22,6757,688240,25414534,37.2,37.7,36.6,36.6,-1.45,327,39.086666666666666,,,
2023-08-23,6757,340738,12470889,36.9,36.95,36.2,36.65,0.05,178,38.27444444444444,,,
2023-08-24,6757,663624,23832830,36.5,36.5,35.65,35.8,-0.85,288,37.44962962962963,,,
2023-08-25,6757,2289187,79374470,35.8,37.0,33.4,37.0,1.2,691,37.29975308641975,,,
2023-08-28,6757,1115506,38506628,35.6,35.75,33.85,35.0,-2.0,558,36.53316872427983,38.269999999999996,,
2023-08-29,6757,649992,22566772,34.2,34.9,34.1,34.9,-0.1,157,35.988779149519885,37.657272727272726,,
2023-08-30,6757,302806,10626225,35.0,35.6,34.4,35.0,0.1,177,35.65918609967992,37.17413223140496,,
2023-08-31,6757,1085550,39133714,34.7,37.8,34.65,37.8,2.8,306,36.37279073311995,37.28792637114951,,
2023-09-01,6757,463000,16866849,36.85,36.95,36.2,36.3,-1.5,249,36.3485271554133,37.10830339457687,,
2023-09-04,6757,301658,10748142,35.6,36.45,35.25,35.25,-1.05,148,35.9823514369422,36.77043005010835,,
2023-09-05,6757,447170,15593341,35.3,35.6,34.5,35.5,0.25,243,35.82156762462814,36.53944276827047,,
2023-09-06,6757,559059,19979226,35.05,36.45,35.0,36.3,0.8,256,35.98104508308543,36.49590771949402,,
2023-09-07,6757,206111,7410901,35.35,36.3,35.35,35.8,-0.5,102,35.92069672205695,36.36937904322238,,
2023-09-08,6757,457267,16732357,35.75,37.0,35.7,36.9,1.1,257,36.247131148037965,36.465855580818314,,
2023-09-11,6757,437590,16037442,36.6,37.0,36.0,37.0,0.1,176,36.49808743202531,36.562972747942254,,
2023-09-12,6757,533966,19628610,36.9,37.0,36.2,37.0,0.0,158,36.6653916213502,36.64243224831639,,
2023-09-13,6757,236540,8597401,36.6,36.85,36.2,36.2,-0.8,124,36.510261080900136,36.56199002134977,37.12045454545454,
2023-09-14,6757,762200,27105489,36.65,36.65,34.65,35.95,-0.25,296,36.32350738726676,36.450719108377086,37.01867588932806,
2023-09-15,6757,896153,32097247,36.2,36.2,35.2,35.2,-0.75,203,35.94900492484451,36.223315634126706,36.86053015982127,
2023-09-18,6757,446460,15640160,35.3,35.7,34.5,34.85,-0.35,210,35.58266994989634,35.973621882467306,36.685701450271594,
2023-09-19,6757,656145,22663922,34.85,35.1,33.9,33.95,-0.9,279,35.03844663326423,35.60569063110962,36.44781436763928,
2023-09-20,6757,790652,26656287,34.2,34.45,33.3,33.8,-0.15,412,34.625631088842816,35.27738324363514,36.217569640018475,
2023-09-21,6757,1892900,61614890,33.75,33.85,31.6,32.6,-1.2,738,33.95042072589521,34.790586290246935,35.90299836697339,
2023-09-22,6757,1341347,42651904,32.0,32.6,31.25,32.3,-0.3,717,33.40028048393014,34.33775241929295,35.589694161149616,
2023-09-25,6757,1389800,43714600,31.8,32.2,30.85,31.6,-0.7,557,32.80018698928676,33.83997925214877,35.24276423409313,
2023-09-26,6757,1374306,41697542,31.5,31.5,29.95,30.4,-1.2,566,32.0001246595245,33.21452847903081,34.82165430069373,
2023-09-27,6757,711946,21305335,30.25,30.25,29.85,29.85,-0.55,368,31.283416439683002,32.60279602829794,34.389336535416014,
2023-09-28,6757,1145000,34280549,29.85,30.35,29.6,30.15,0.3,384,30.905610959788667,32.156833114061946,34.02069857581462,
2023-10-02,6757,976588,28881546,29.55,30.1,29.05,29.8,-0.35,369,30.537073973192445,31.72831800241432,33.65368130835248,
2023-10-03,6757,1820081,52192724,29.3,29.45,28.1,28.25,-1.55,745,29.774715982128296,31.0958965474299,33.183795977191394,
2023-10-04,6757,1680691,47798042,28.3,29.6,27.65,28.7,0.45,723,29.416477321418864,30.660278993351735,32.79390067482692,
2023-10-05,6757,551471,16118409,28.5,29.7,28.5,29.0,0.3,241,29.277651547612574,30.3584100854696,32.46399626832023,
2023-10-06,6757,320200,9121619,29.0,29.0,28.25,28.35,-0.65,178,28.96843436507505,29.993244615384217,32.10625746237934,
2023-10-11,6757,577100,15889429,28.4,28.4,27.25,27.45,-0.9,287,28.4622895767167,29.53083650349618,31.701365509128962,
2023-10-12,6757,568060,15824468,27.45,28.3,27.45,28.0,0.55,288,28.308193051144467,29.252502593769602,31.379507638769923,
2023-10-13,6757,614937,16841135,27.4,27.65,27.2,27.35,-0.65,254,27.988795367429645,28.906593031266038,31.029115670181234,
2023-10-16,6757,821966,21691697,27.0,27.0,26.1,26.7,-0.65,298,27.559196911619765,28.505394298308577,30.65267082929591,
2023-10-17,6757,613672,16561827,26.4,27.9,26.2,27.5,0.8,288,27.53946460774651,28.322595334979745,30.37852553979192,
2023-10-18,6757,346429,9320660,27.45,27.8,26.7,26.95,-0.55,179,27.34297640516434,28.07303254680161,30.08039288415784,
2023-10-19,6757,381821,10220467,26.5,27.4,26.35,27.25,0.3,218,27.31198427010956,27.923390265564954,29.834271763796288,
2023-10-20,6757,359265,9645655,27.0,27.4,26.35,27.0,-0.25,174,27.20798951340637,27.755501126371325,29.587813349553134,
2023-10-23,6757,750108,19919484,26.6,27.15,26.3,26.4,-0.6,342,26.938659675604246,27.509046376121994,29.310612188722427,
2023-10-24,6757,691000,18431550,26.45,27.15,26.35,26.9,0.5,269,26.925773117069497,27.39831067137254,29.100993737529173,
2023-10-25,6757,1307550,35434217,26.7,27.8,26.7,26.9,0.0,590,26.91718207804633,27.307708731122986,28.909602977744026,
2023-10-26,6757,981000,26302400,26.7,27.25,26.45,26.9,0.0,491,26.911454718697552,27.233579870918806,28.734854892722804,
2023-10-27,6757,510057,13718833,26.9,27.1,26.65,27.05,0.15,249,26.9576364791317,27.200201712569932,28.588345771616474,
2023-10-30,6757,688200,18905440,27.35,27.6,27.25,27.4,0.35,226,27.1050909860878,27.23652867392085,28.485011356693303,
2023-10-31,6757,17440989,496015388,27.3,29.5,26.9,29.05,1.65,2294,27.7533939907252,27.56625073320797,28.534140803937362,
2023-11-01,6757,718002,20090056,28.65,28.65,27.6,28.0,-1.05,372,27.8355959938168,27.645114236261065,28.487693777508024,
2023-11-02,6757,420382,11747559,28.0,28.3,27.65,27.8,-0.2,180,27.823730662544534,27.6732752842136,28.427894318594284,
2023-11-03,6757,507197,14306094,28.2,28.45,28.0,28.2,0.4,215,27.94915377502969,27.76904341435658,28.408077421325217,
2023-11-06,6757,803075,23457482,29.5,29.7,28.9,29.2,1.0,299,28.36610251668646,28.02921733901902,28.47694025425346,
2023-11-07,6757,440080,12721600,29.3,29.3,28.75,28.8,-0.4,188,28.510735011124307,28.16935964101556,28.505032406057506,
2023-11-08,6757,338205,9779264,29.1,29.1,28.6,29.0,0.2,131,28.67382334074954,28.320385160830913,28.54807306640033,
2023-11-09,6757,583469,16972627,28.85,29.4,28.8,29.0,0.0,199,28.782548893833027,28.443951495225292,28.58737106062639,
2023-11-10,6757,254150,7370385,29.0,29.1,28.9,29.1,0.1,124,28.88836592922202,28.563233041547967,28.631947490137136,
2023-11-13,6757,351471,10226035,29.25,29.25,29.0,29.15,0.05,171,28.975577286148013,28.6699179430847,28.676995534473036,
2023-11-14,6757,2158001,63543478,29.05,30.0,28.9,30.0,0.85,926,29.317051524098677,28.91175104434203,28.792039401040597,
2023-11-15,6757,13907070,434611688,29.8,32.2,29.3,31.25,1.25,2108,29.96136768273245,29.336887218098024,29.005775105297936,
2023-11-16,6757,1271020,39888333,30.65,31.95,30.65,31.7,0.45,421,30.5409117884883,29.766544087534747,29.240055530924202,
2023-11-17,6757,1667240,54201935,32.2,32.9,32.05,32.65,0.95,534,31.243941192325533,30.290808798892066,29.53657244127862,32.031060606060606
2023-11-20,6757,837477,26972257,32.3,32.45,31.9,32.25,-0.4,333,31.579294128217022,30.64702538091169,29.77252266377613,32.037596110357306
2023-11-21,6757,564683,18147691,32.0,32.25,32.0,32.1,-0.15,216,31.752862752144683,30.91120258438229,29.974911997360813,32.03945891303321
2023-11-22,6757,1071037,35502172,32.15,33.8,32.15,33.35,1.25,417,32.28524183476312,31.354620296312785,30.268397910633787,32.0785795424949
2023-11-23,6757,1555865,53286337,34.95,34.95,33.5,34.0,0.65,522,32.85682788984208,31.835598424255913,30.592885048839545,32.13593537704729
2023-11-24,6757,814199,27309476,33.85,34.05,33.1,33.1,-0.9,351,32.93788525989472,32.06548961984575,30.810895044592627,32.16471342549364
2023-11-27,6757,1166376,37553856,32.7,32.75,31.8,31.8,-1.3,486,32.55859017326315,32.017218779873794,30.89690417114979,32.15382645756846
2023-11-28,6757,732235,23391072,32.1,32.3,31.65,31.75,-0.05,306,32.28906011550877,31.968633547169468,30.971086417136764,32.14177193644701
2023-11-29,6757,1312730,41022556,32.0,32.25,30.8,31.05,-0.7,544,31.876040077005847,31.801609265865928,30.977948467820525,32.10918172938889
2023-11-30,6757,1098507,35208871,31.35,32.45,31.35,31.8,0.75,486,31.850693384670564,31.801316672072122,31.049431209749176,32.099952424033994
2023-12-01,6757,702375,22219048,32.25,32.35,31.3,31.6,-0.2,305,31.76712892311371,31.764713640786283,31.09730675672751,32.085028471077756
2023-12-04,6757,715145,23064425,32.2,32.6,31.8,32.25,0.65,288,31.928085948742474,31.852947524279685,31.197540951794682,32.08995299432917
2023-12-05,6757,401530,12874834,32.1,32.3,31.95,31.95,-0.3,184,31.935390632494983,31.870593428956106,31.262972173377754,32.08577529300591
2023-12-06,6757,418070,13435345,31.95,32.4,31.9,32.25,0.3,183,32.04026042166332,31.93957644187318,31.348800680040558,32.09067752306544
2023-12-07,6757,602100,19489191,32.1,32.6,32.1,32.4,0.15,229,32.160173614442215,32.023289816078055,31.44020931655877,32.0999110298396
2023-12-08,6757,1147500,38228599,32.75,33.8,32.75,33.35,0.95,442,32.55678240962814,32.26450984951841,31.606278071640617,32.13722711850111
2023-12-11,6757,1008925,33219275,33.6,33.6,32.6,32.85,-0.5,356,32.65452160641876,32.37096260415143,31.714427804541433,32.15850392093391
2023-12-12,6757,354076,11607608,32.95,33.0,32.65,32.9,0.05,162,32.736347737612505,32.46715122157844,31.817521038929133,32.180638132249314
2023-12-13,6757,227265,7483578,32.9,33.1,32.7,32.95,0.05,107,32.80756515840834,32.55494190856418,31.9159974703266,32.20360415815232
2023-12-14,6757,607330,20190354,33.1,33.65,32.95,33.4,0.45,262,33.00504343893889,32.70858883427979,32.045041168559074,32.239317466864186
2023-12-15,6757,330070,11002138,33.65,33.65,33.2,33.4,0.0,156,33.13669562595926,32.83429995531983,32.16286367564089,32.273964706659285
2023-12-18,6757,806079,26287791,33.35,33.35,32.3,32.7,-0.7,324,32.991130417306174,32.809881781625315,32.2095711821069,32.28668217810229
2023-12-19,6757,502520,16269648,32.7,32.7,32.1,32.5,-0.2,193,32.827420278204116,32.75353963951162,32.23482586192369,32.29304987427834
2023-12-20,6757,838829,28123311,32.7,34.05,32.55,33.75,1.25,458,33.134946852136075,32.93471425050951,32.36658013479989,32.336540922807345
2023-12-21,6757,333200,11175399,33.45,33.85,33.25,33.7,-0.05,190,33.32329790142405,33.07385711405323,32.48252968829555,32.37724119376832
2023-12-22,6757,618295,21121896,33.75,34.85,33.55,33.75,0.05,272,33.4655319342827,33.19679218422537,32.59274449800898,32.41821906858121
2023-12-25,6757,339580,11522920,33.9,34.1,33.75,33.9,0.15,136,33.610354622855134,33.32464815072985,32.706418889486464,32.46245133519073
2023-12-26,6757,437854,14852378,33.9,34.25,33.7,33.95,0.05,191,33.72356974857009,33.438348486960784,32.814556377357206,32.50685577294623
2023-12-27,6757,569270,19009168,34.0,34.0,33.05,33.5,-0.45,263,33.649046499046726,33.449557852967914,32.874160170630496,32.536501869276194
2023-12-28,6757,609429,20628150,33.5,34.75,33.1,34.05,0.55,252,33.78269766603115,33.55872915242829,32.9764071123148,32.581680917954515
2023-12-29,6757,475000,16102599,33.9,34.4,33.55,33.6,-0.45,185,33.72179844402076,33.56623294289587,33.03063258080917,32.61207850249318
2024-01-02,6757,1133000,38913950,34.3,34.75,33.9,33.95,0.35,407,33.79786562934718,33.63600877146026,33.11057757378229,32.65201645764264
2024-01-03,6757,314306,10573631,33.4,34.0,33.4,33.8,-0.15,142,33.798577086231454,33.66582535846749,33.17052734997513,32.68628462308614
2024-01-04,6757,235200,7892430,33.75,33.85,33.45,33.5,-0.3,138,33.69905139082097,33.63567529329158,33.19917714562947,32.7105746343373
2024-01-05,6757,282468,9468978,33.6,34.0,33.25,33.5,0.0,113,33.63270092721398,33.611007058147656,33.22533565470517,32.734139570625736
2024-01-08,6757,338535,11282087,33.3,33.7,33.1,33.2,-0.3,138,33.488467284809325,33.53627850212081,33.22313255429602,32.748045852099594
2024-01-09,6757,709340,23148749,33.6,33.6,32.3,32.5,-0.7,335,33.15897818987288,33.34786422900793,33.160251462618106,32.74064149830558
2024-01-10,6757,748875,23949962,32.5,32.55,31.6,31.8,-0.7,307,32.705985459915254,33.06643436918831,33.04196872673827,32.712562647609886
2024-01-11,6757,365382,11813724,31.75,32.75,31.75,32.05,0.25,173,32.487323639943504,32.881628120244976,32.955710576587116,32.69278465812899
2024-01-12,6757,566673,18109901,32.5,32.55,31.7,31.85,-0.2,292,32.274882426629006,32.694059371109525,32.859561830796935,32.66762690714007
2024-01-15,6757,214100,6840100,31.9,32.15,31.6,31.85,0.0,108,32.133254951086,32.54059403090779,32.771773845510246,32.6432201337926
2024-01-16,6757,554100,17633885,31.6,32.0,31.6,31.75,-0.1,207,32.005503300724,32.39684966165183,32.68292394590066,32.6165568462167
2024-01-17,6757,730165,23011478,31.7,31.9,31.1,31.35,-0.4,330,31.787002200482668,32.20651335953331,32.56701751582234,32.578749179165456
2024-01-18,6757,226100,7134309,31.75,31.85,31.25,31.6,0.25,99,31.72466813365511,32.09623820325453,32.48292903618562,32.549532785757535
2024-01-19,6757,319000,10173200,31.6,32.25,31.6,32.15,0.55,104,31.86644542243674,32.10601307539007,32.45397868521295,32.53760643394388
