timestamp,open,high,low,close,volume
2023-01-07 15:00:00,16933.56,16948.78,16931.94,16948.09,3792.07998
2023-01-07 16:00:00,16948.18,16954.95,16926.99,16929.76,4917.47697
2023-01-07 17:00:00,16929.58,16933.95,16921.44,16928.51,4343.09876
2023-01-07 18:00:00,16928.78,16930.56,16912.18,16922.51,4731.06815
2023-01-07 19:00:00,16922.51,16925.9,16908.07,16918.3,4945.07877
2023-01-07 20:00:00,16918.3,16920.07,16908.0,16916.14,5565.59897
2023-01-07 21:00:00,16916.14,16936.58,16914.14,16919.34,5503.13343
2023-01-07 22:00:00,16919.34,16947.7,16908.6,16937.92,5735.37622
2023-01-07 23:00:00,16937.63,16947.64,16934.35,16940.42,3845.98614
2023-01-08 00:00:00,16940.6,16940.61,16916.0,16922.79,5124.97026
2023-01-08 01:00:00,16922.79,16935.87,16918.85,16928.85,4106.2368
2023-01-08 02:00:00,16928.85,16940.0,16928.22,16938.12,3342.1124
2023-01-08 03:00:00,16938.12,16946.13,16935.23,16944.05,3500.68036
2023-01-08 04:00:00,16944.05,16951.92,16937.04,16945.77,4307.78731
2023-01-08 05:00:00,16945.44,16950.25,16937.0,16939.31,3924.97772
2023-01-08 06:00:00,16939.06,16941.69,16929.46,16936.31,3605.78679
2023-01-08 07:00:00,16936.31,16948.04,16931.05,16943.57,3603.7636
2023-01-08 08:00:00,16943.83,16955.0,16911.0,16926.66,6117.02466
2023-01-08 09:00:00,16926.66,16936.0,16915.25,16929.82,4392.91927
2023-01-08 10:00:00,16929.82,16934.0,16919.07,16931.18,3389.34917
2023-01-08 11:00:00,16931.46,16944.62,16926.17,16944.02,4396.50361
2023-01-08 12:00:00,16944.02,16944.99,16934.4,16934.75,2924.6404
2023-01-08 13:00:00,16934.95,16944.21,16933.54,16943.73,3386.28009
2023-01-08 14:00:00,16943.73,16951.97,16933.26,16950.92,4100.79008
2023-01-08 15:00:00,16950.92,16957.12,16943.16,16953.77,4255.90012
2023-01-08 16:00:00,16953.77,16956.01,16940.01,16946.07,4846.58066
2023-01-08 17:00:00,16945.91,16967.67,16925.05,16935.6,7110.82123
2023-01-08 18:00:00,16935.6,16940.0,16933.14,16936.41,3937.60336
2023-01-08 19:00:00,16936.41,16954.0,16926.3,16927.42,4539.40504
2023-01-08 20:00:00,16927.42,16932.51,16921.4,16923.75,4218.20227
2023-01-08 21:00:00,16924.01,16938.49,16920.37,16933.03,4085.80873
2023-01-08 22:00:00,16933.32,16954.3,16931.25,16952.44,5570.28633
2023-01-08 23:00:00,16952.44,17019.79,16938.0,17000.43,9212.24098
2023-01-09 00:00:00,17000.43,17022.08,16916.1,16936.87,10618.32869
2023-01-09 01:00:00,16936.87,16952.03,16920.3,16928.5,5335.0462
2023-01-09 02:00:00,16928.89,16936.49,16919.94,16929.84,3902.21677
2023-01-09 03:00:00,16930.03,16939.45,16923.84,16927.25,3702.07617
2023-01-09 04:00:00,16927.25,16982.43,16924.41,16966.67,8747.8127
2023-01-09 05:00:00,16966.95,16988.02,16945.5,16957.46,6021.89438
2023-01-09 06:00:00,16957.28,16976.53,16952.67,16963.14,4593.80115
2023-01-09 07:00:00,16963.27,17176.99,16962.95,17127.83,15750.36489
2023-01-09 08:00:00,17127.83,17199.0,17104.66,17184.51,16663.49596
2023-01-09 09:00:00,17185.28,17230.0,17145.52,17175.02,11243.36822
2023-01-09 10:00:00,17175.02,17252.6,17161.7,17191.47,14664.83212
2023-01-09 11:00:00,17191.47,17217.34,17176.72,17197.0,8227.46784
2023-01-09 12:00:00,17197.0,17253.19,17194.32,17226.49,11007.13679
2023-01-09 13:00:00,17227.11,17262.56,17200.6,17205.95,8658.79449
2023-01-09 14:00:00,17205.95,17220.59,17180.0,17189.24,7006.60552
2023-01-09 15:00:00,17189.25,17215.48,17183.92,17198.48,6873.81205
2023-01-09 16:00:00,17198.01,17240.0,17186.95,17191.68,8729.24544
2023-01-09 17:00:00,17191.68,17270.0,17189.53,17238.38,11688.66494
2023-01-09 18:00:00,17238.38,17285.48,17235.59,17264.5,10364.82478
2023-01-09 19:00:00,17264.1,17278.87,17236.21,17238.93,7685.46206
2023-01-09 20:00:00,17239.47,17254.97,17228.85,17249.06,7702.65742
2023-01-09 21:00:00,17249.4,17295.55,17190.74,17226.9,11770.67245
2023-01-09 22:00:00,17227.3,17276.13,17206.98,17264.25,13182.45775
2023-01-09 23:00:00,17263.67,17335.35,17228.67,17268.49,17858.24406
2023-01-10 00:00:00,17268.49,17357.7,17268.02,17327.84,16193.72323
2023-01-10 01:00:00,17328.25,17375.77,17316.43,17356.96,12553.81044
2023-01-10 02:00:00,17356.57,17398.8,17323.71,17350.71,14266.71978
2023-01-10 03:00:00,17351.1,17352.68,17293.34,17293.69,9506.66121
2023-01-10 04:00:00,17294.19,17313.3,17177.87,17221.29,16784.2954
2023-01-10 05:00:00,17221.29,17246.26,17165.04,17182.48,10641.44945
2023-01-10 06:00:00,17182.36,17222.32,17167.35,17204.83,5444.24581
2023-01-10 07:00:00,17204.83,17205.57,17128.0,17178.26,7492.88002
2023-01-10 08:00:00,17179.04,17220.29,17178.19,17219.19,7195.9706
2023-01-10 09:00:00,17219.19,17235.0,17188.31,17194.39,8619.72528
2023-01-10 10:00:00,17193.97,17215.0,17146.34,17185.94,9620.79785
2023-01-10 11:00:00,17185.73,17208.17,17172.47,17205.72,5509.67537
2023-01-10 12:00:00,17205.31,17222.5,17196.04,17221.68,6465.17667
2023-01-10 13:00:00,17222.05,17233.91,17207.05,17228.77,5477.38412
2023-01-10 14:00:00,17228.66,17233.5,17189.15,17203.95,7243.88623
2023-01-10 15:00:00,17203.95,17211.0,17192.0,17203.2,6803.12603
2023-01-10 16:00:00,17203.2,17270.69,17187.73,17256.34,10065.10708
2023-01-10 17:00:00,17256.34,17277.87,17242.12,17247.71,7103.67661
2023-01-10 18:00:00,17247.71,17276.6,17233.48,17271.02,6781.4259
2023-01-10 19:00:00,17271.02,17286.02,17250.95,17252.89,7132.79462
2023-01-10 20:00:00,17252.89,17257.19,17218.44,17224.15,8319.09891
2023-01-10 21:00:00,17224.15,17255.55,17212.14,17246.05,8539.8137
2023-01-10 22:00:00,17246.45,17326.07,17220.0,17286.59,21263.07475
2023-01-10 23:00:00,17287.01,17375.0,17271.38,17327.7,19401.38074
2023-01-11 00:00:00,17327.7,17341.97,17282.0,17302.15,10943.41192
2023-01-11 01:00:00,17302.55,17339.29,17287.11,17325.97,7038.14912
2023-01-11 02:00:00,17325.61,17443.95,17323.02,17433.95,14841.37941
2023-01-11 03:00:00,17433.7,17456.07,17398.28,17432.85,10256.876
2023-01-11 04:00:00,17432.85,17495.69,17405.3,17477.15,12015.24942
2023-01-11 05:00:00,17477.95,17499.0,17448.75,17463.56,7080.33103
2023-01-11 06:00:00,17463.86,17464.56,17418.98,17428.08,6677.99954
2023-01-11 07:00:00,17428.08,17444.97,17403.73,17440.66,6986.91491
2023-01-11 08:00:00,17440.64,17502.83,17428.37,17466.02,8526.37461
2023-01-11 09:00:00,17466.02,17510.0,17436.03,17458.05,8068.79008
2023-01-11 10:00:00,17458.49,17462.7,17383.08,17388.2,7948.58416
2023-01-11 11:00:00,17387.67,17425.2,17366.58,17416.14,7402.73595
2023-01-11 12:00:00,17416.49,17425.42,17391.0,17408.39,5250.33415
