date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-11-29,6894,1334000,251332500,193.0,198.0,175.0,180.5,74.5,950,,,
2023-11-30,6894,547000,94262000,174.5,178.0,168.5,170.0,-10.5,445,,,
2023-12-01,6894,359000,60380000,170.0,170.0,166.5,168.0,-2.0,285,,,
2023-12-04,6894,290000,49244500,168.0,172.5,166.5,172.0,4.0,252,,,
2023-12-05,6894,205000,34530000,170.0,170.0,167.5,168.0,-4.0,156,171.7,,
2023-12-06,6894,130000,21722500,168.0,168.0,166.5,166.5,-1.5,108,169.96666666666667,,
2023-12-07,6894,171000,28897000,168.0,170.5,168.0,168.5,2.0,132,169.4777777777778,,
2023-12-08,6894,226000,37245500,168.5,168.5,162.0,164.5,-4.0,186,167.81851851851852,,
2023-12-11,6894,349000,55826500,164.5,164.5,156.0,163.0,-1.5,273,166.21234567901234,,
2023-12-12,6894,201000,33015500,164.0,167.0,160.5,166.5,3.5,151,166.3082304526749,168.75,
2023-12-13,6894,40000,6616500,166.5,166.5,165.0,165.5,-1.0,35,166.03882030178326,168.1590909090909,
2023-12-14,6894,166000,27545000,166.0,168.0,164.0,165.5,0.0,102,165.85921353452218,167.67561983471074,
2023-12-15,6894,71000,11637000,165.0,165.0,163.0,163.0,-2.5,49,164.9061423563481,166.8255071374906,
2023-12-18,6894,37000,6072500,163.0,165.0,163.0,164.5,1.5,33,164.77076157089874,166.40268765794687,
2023-12-19,6894,43000,7060000,164.5,165.0,163.5,163.5,-1.0,35,164.34717438059917,165.8749262655929,
2023-12-20,6894,24000,3918500,163.5,164.5,162.5,163.5,0.0,24,164.06478292039944,165.44312149003056,
2023-12-21,6894,27000,4387000,163.0,164.0,161.0,162.5,-1.0,23,163.54318861359963,164.9080084918432,
2023-12-22,6894,30000,4874500,163.0,164.0,161.0,161.5,-1.0,28,162.86212574239974,164.28837058423534,
2023-12-25,6894,115000,18263000,161.5,162.0,157.5,158.5,-3.0,85,161.40808382826648,163.23593956891983,
2023-12-26,6894,57000,9131000,159.0,162.0,158.5,160.5,2.0,35,161.10538921884432,162.7384960109344,
2023-12-27,6894,23000,3683000,161.0,161.0,159.0,159.5,-1.0,16,160.57025947922955,162.14967855440088,
2023-12-28,6894,62000,9807000,159.5,159.5,157.0,158.0,-1.5,45,159.71350631948636,161.3951915445098,165.1590909090909
2023-12-29,6894,64000,10278500,159.0,161.0,159.0,161.0,3.0,50,160.14233754632423,161.3233385364171,164.79743083003953
2024-01-02,6894,70000,11311500,161.0,163.5,160.5,162.0,1.0,49,160.76155836421614,161.44636789343218,164.5541759752535
2024-01-03,6894,20000,3220500,161.0,162.0,160.5,161.0,-1.0,15,160.84103890947742,161.36521009462632,164.24511719479665
2024-01-04,6894,29000,4649500,161.0,161.0,159.5,160.5,-0.5,20,160.72735927298496,161.2078991683306,163.91945483003173
2024-01-05,6894,8000,1285500,160.5,161.0,160.5,160.5,0.0,8,160.65157284865663,161.07919022863413,163.6221109317681
2024-01-08,6894,54000,8705000,160.5,162.0,160.5,161.0,0.5,42,160.76771523243775,161.06479200524612,163.3941012855274
2024-01-09,6894,188000,31035500,162.0,167.5,162.0,165.5,4.5,137,162.34514348829182,161.87119345883772,163.57722291287286
2024-01-10,6894,351000,59474500,162.5,173.0,162.0,172.0,6.5,278,165.56342899219456,163.71279464813995,164.30963831175347
2024-01-11,6894,334000,58200000,172.0,177.0,170.5,174.0,2.0,250,168.37561932812972,165.58319562120542,165.15227845855753
2024-01-12,6894,368000,65728000,175.5,182.0,175.5,176.0,2.0,292,170.91707955208648,167.47716005371353,166.095558592596
