date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-12-11,6922,73000,8691500,118.5,120.0,118.5,119.0,-2.0,53,121.17799328832089,121.22803694564286,118.48122529644269
2023-12-12,6922,52000,6186000,119.0,119.5,118.5,118.5,-0.5,43,120.28532885888059,120.73203022825325,118.48285787936071
2023-12-13,6922,20000,2368000,118.5,119.0,118.0,118.5,0.0,19,119.69021923925372,120.32620655038902,118.48434849854674
2023-12-14,6922,49000,5786000,120.0,120.0,117.0,118.0,-0.5,39,119.12681282616914,119.90325990486375,118.44223123780354
2023-12-15,6922,33000,3903500,118.0,119.0,117.5,117.5,-0.5,27,118.58454188411277,119.46630355852488,118.3602980866902
2023-12-18,6922,27000,3167500,118.0,119.0,116.5,117.5,0.0,25,118.22302792274185,119.10879382061127,118.28548955741279
2023-12-19,6922,82000,9494500,117.0,117.0,115.0,115.5,-2.0,67,117.31535194849457,118.45264948959104,118.0432730741595
2023-12-20,6922,32000,3684000,116.0,116.0,114.0,114.5,-1.0,29,116.37690129899637,117.73398594602904,117.73516237205868
2023-12-21,6922,70000,7860500,114.5,114.5,111.5,112.5,-2.0,61,115.08460086599759,116.78235213766013,117.27993086144488
2023-12-22,6922,107000,11839500,113.0,113.0,109.5,111.0,-1.5,77,113.72306724399839,115.73101538535829,116.73384991697141
2023-12-25,6922,230000,24319500,110.0,110.0,105.0,106.0,-5.0,177,111.14871149599892,113.9617398607477,115.80047166332172
2023-12-26,6922,30000,3220500,107.0,108.5,105.5,108.5,2.5,28,110.26580766399928,112.96869624970266,115.16564804042417
2023-12-27,6922,37000,3990000,108.5,108.5,107.0,107.5,-1.0,33,109.34387177599952,111.97438784066581,114.4990699499525
2023-12-28,6922,29000,3115500,107.5,108.0,107.0,107.5,0.0,24,108.72924785066634,111.16086277872657,113.89045517169576
2023-12-29,6922,42000,4467500,107.5,107.5,105.5,106.0,-1.5,29,107.8194985671109,110.22252409168537,113.20432863502657
2024-01-02,6922,26000,2756500,106.0,106.5,105.5,105.5,-0.5,16,107.04633237807393,109.36388334774257,112.53438701458948
2024-01-03,6922,77000,8331000,105.5,111.5,105.5,108.0,2.5,65,107.36422158538262,109.11590455724392,112.1400924915817
2024-01-04,6922,24000,2567000,108.0,108.0,106.5,107.0,-1.0,20,107.24281439025508,108.73119463774503,111.69312792709633
2024-01-05,6922,38000,4071000,107.5,108.0,106.5,106.5,-0.5,27,106.99520959350339,108.32552288542776,111.24155158560968
2024-01-08,6922,22000,2356500,107.0,108.5,106.5,108.5,2.0,21,107.49680639566893,108.35724599716816,111.00315579555667
2024-01-09,6922,13000,1389000,106.5,107.5,106.5,106.5,-2.0,13,107.16453759711261,108.01956490677395,110.61157703072566
2024-01-10,6922,56000,5834000,105.0,106.5,103.0,104.0,-2.5,52,106.1096917314084,107.28873492372414,110.03665728892342
2024-01-11,6922,20000,2114000,105.0,107.5,105.0,106.5,2.5,20,106.23979448760561,107.1453285739561,109.7291218724953
2024-01-12,6922,7000,748500,106.5,107.5,106.5,106.5,0.0,7,106.32652965840374,107.02799610596409,109.44832866619136
2024-01-15,6922,6000,639500,107.5,107.5,106.0,106.0,-0.5,5,106.21768643893583,106.84108772306153,109.14847399956602
2024-01-16,6922,47000,5110000,106.0,112.0,105.0,110.0,4.0,37,107.47845762595722,107.41543540977761,109.22251973873419
2024-01-17,6922,18000,1944500,110.0,110.0,107.5,108.0,-2.0,18,107.65230508397148,107.52171988072713,109.11621367449644
2024-01-18,6922,4000,427500,107.0,107.0,106.5,107.0,-1.0,4,107.434870055981,107.42686172059493,108.93219509410544
2024-01-19,6922,24000,2629500,109.0,111.0,108.5,109.0,2.0,22,107.95658003732066,107.71288686230494,108.93809117287888
