date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-11-09,6805,5433605,1743927340,297.0,345.0,295.0,330.0,0.0,4992,,,
2023-11-10,6805,4639219,1656386660,339.0,374.0,332.5,364.0,34.0,4142,,,
2023-11-13,6805,2431528,893831936,368.0,374.5,355.0,374.5,10.5,2515,,,
2023-11-14,6805,1470962,546450931,370.0,375.5,365.0,375.5,1.0,1720,,,
2023-11-15,6805,3582461,1382490007,379.0,393.0,374.5,390.0,14.5,3205,366.8,,
2023-11-16,6805,4292668,1693061912,391.0,402.5,381.0,396.0,6.0,3988,376.53333333333336,,
2023-11-17,6805,3112194,1264394405,396.0,420.0,391.5,419.5,23.5,3280,390.85555555555555,,
2023-11-20,6805,2275478,978304050,423.5,444.0,414.5,437.0,17.5,2859,406.23703703703706,,
2023-11-21,6805,3268431,1361968535,432.5,434.0,393.5,409.0,-28.0,4268,407.15802469135804,,
2023-11-22,6805,1448961,590755009,400.5,416.5,398.0,410.0,1.0,2074,408.1053497942387,390.55,
2023-11-23,6805,1457927,586756033,406.5,410.5,394.0,403.0,-7.0,2330,406.4035665294925,392.81363636363636,
2023-11-24,6805,2061462,846705085,406.5,423.0,398.5,409.0,6.0,2429,407.26904435299497,395.7566115702479,
2023-11-27,6805,1187454,474500746,409.0,412.0,393.0,393.0,-16.0,1771,402.51269623533,395.25540946656645,
2023-11-28,6805,2396504,972703913,393.0,422.5,386.5,405.0,12.0,2944,403.34179749022,397.027153199918,
2023-11-29,6805,1187063,481109639,406.5,411.0,399.5,406.0,1.0,1647,404.22786499348,398.658579890842,
2023-11-30,6805,546431,219214975,404.0,405.5,397.5,399.5,-6.5,887,402.65190999565334,398.8115653652344,
2023-12-01,6805,997136,405596029,402.0,412.0,402.0,405.0,5.5,1201,403.4346066637689,399.9367352988281,
2023-12-04,6805,1194921,470177768,405.0,405.0,387.5,388.0,-17.0,2383,398.28973777584594,397.7664197899503,
2023-12-05,6805,1245389,475487017,386.0,392.5,371.5,392.5,4.5,2036,396.35982518389727,396.8088889190503,
2023-12-06,6805,1451951,550435888,391.0,391.5,372.0,376.0,-16.5,2917,389.57321678926485,393.02545457013207,
2023-12-07,6805,478895,179750983,376.0,380.0,371.0,372.0,-4.0,1719,383.7154778595099,389.2026446482899,
2023-12-08,6805,1028387,390000530,382.5,384.5,370.0,381.5,9.5,2004,382.9769852396733,387.8021638031463,392.54545454545456
2023-12-11,6805,863900,322331455,380.5,380.5,370.5,371.0,-10.5,2813,378.9846568264489,384.747224929847,390.6719367588933
2023-12-12,6805,2106421,810053225,371.0,399.0,371.0,385.0,14.0,3140,380.9897712176326,384.7931840335112,390.1787248668156
2023-12-13,6805,1323792,495459960,379.5,381.0,371.5,373.5,-11.5,3293,378.49318081175505,382.73987784560006,388.7284009653534
2023-12-14,6805,1437149,524209702,376.0,377.5,355.0,362.5,-11.0,3812,373.16212054117005,379.05990005549097,386.447670446627
2023-12-15,6805,1188140,426885263,362.5,370.0,354.0,354.5,-8.0,3422,366.94141369411335,374.5944636817653,383.6696121469203
2023-12-18,6805,1819774,680481890,358.0,382.5,355.5,379.5,25.0,2775,371.1276091294089,375.4863793759898,383.3070371776229
2023-12-19,6805,1569657,608405033,379.0,396.5,376.0,391.0,11.5,3358,377.75173941960594,378.3070376712644,383.9759904665252
2023-12-20,6805,838226,326075562,391.0,393.5,384.0,388.5,-2.5,1620,381.33449294640394,380.16030354921634,384.36938259987085
2023-12-21,6805,704067,269636618,381.0,390.0,377.5,389.0,0.5,1207,383.8896619642693,381.7675210857225,384.7720449824908
2023-12-22,6805,387344,149351719,390.0,391.0,382.0,382.5,-6.5,787,383.4264413095129,381.90069907013657,384.5744758535786
2023-12-25,6805,524759,198886610,388.0,388.0,372.5,375.0,-7.5,1144,380.61762753967525,380.6460265119299,383.7419127358761
2023-12-26,6805,258001,98054565,375.0,383.0,374.0,381.5,6.5,486,380.91175169311686,380.80129441885174,383.54696380232167
2023-12-27,6805,2450417,983358440,384.0,413.5,380.0,400.0,18.5,3839,387.2745011287446,384.2919681608787,384.9776626021198
2023-12-28,6805,1446944,565387348,398.0,404.0,383.0,390.0,-10.0,2671,388.1830007524964,385.32979213162804,385.4143875932398
2023-12-29,6805,1052438,400032554,385.0,386.0,376.0,382.5,-7.5,1764,386.28866716833096,384.815284471332,385.160962585132
2024-01-02,6805,488651,184083638,382.0,382.0,374.0,378.0,-4.5,876,383.5257781122206,383.57614184018075,384.5382701864249
2024-01-03,6805,387773,148153014,377.0,388.0,373.5,386.5,8.5,691,384.5171854081471,384.1077524146933,384.70885538760535
2024-01-04,6805,977890,384018429,386.5,398.0,385.5,391.5,5.0,1792,386.84479027209807,385.4517974302036,385.2993897017266
2024-01-05,6805,2616718,1074457442,393.0,422.0,386.0,421.0,29.5,4081,398.2298601813987,391.9151069883484,388.40379059722864
