date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema
2023-06-12,6657,3605882,221346862,61.5,65.5,58.6,65.1,0.0,2595,,,,
2023-06-13,6657,1475397,94942118,65.5,65.8,62.1,63.6,-1.5,1120,,,,
2023-06-14,6657,1537886,94760785,62.6,63.2,60.1,60.7,-2.9,1082,,,,
2023-06-15,6657,461420,28153786,61.0,61.6,60.5,61.1,0.4,393,,,,
2023-06-16,6657,762414,45981925,61.2,61.2,59.5,59.6,-1.5,605,62.019999999999996,,,
2023-06-19,6657,1190678,69011885,59.7,60.0,56.8,57.4,-2.2,848,60.48,,,
2023-06-20,6657,1300275,77943578,57.0,63.0,55.4,61.4,4.0,944,60.78666666666666,,,
2023-06-21,6657,508915,31152574,60.4,62.3,60.0,62.1,0.7,483,61.224444444444444,,,
2023-06-26,6657,1213062,77960838,62.5,66.0,62.3,63.9,1.8,914,62.1162962962963,,,
2023-06-27,6657,2506012,170973896,63.5,70.2,63.3,70.2,6.3,1767,64.81086419753086,62.510000000000005,,
2023-06-28,6657,2548877,191582548,72.0,77.2,72.0,77.2,7.0,1877,68.94057613168724,65.1809090909091,,
2023-06-29,6657,3747374,300287926,78.0,83.8,76.2,80.9,3.7,3020,72.92705075445816,68.03892561983471,,
2023-06-30,6657,1923741,150233201,79.5,79.8,76.2,78.0,-2.9,1435,74.61803383630544,69.85003005259203,,
2023-07-03,6657,1117433,88792649,79.8,81.4,78.0,78.5,0.5,952,75.91202255753696,71.42275186121167,,
2023-07-04,6657,1198020,90438542,78.4,78.4,74.2,74.2,-4.3,1258,75.34134837169131,71.92770606826409,,
2023-07-05,6657,1477275,114954214,74.5,80.4,72.7,79.5,5.3,1176,76.72756558112754,73.30448678312516,,
2023-07-06,6657,1240413,98955662,78.7,82.0,78.2,78.6,-0.9,1119,77.35171038741835,74.26730736801149,,
2023-07-07,6657,760377,58014318,75.8,77.4,75.0,76.5,-2.1,734,77.06780692494557,74.67325148291849,,
2023-07-10,6657,599195,45230729,76.5,77.2,74.5,74.5,-2.0,513,76.21187128329704,74.64175121329694,,
2023-07-11,6657,392747,29149045,75.7,75.7,73.3,73.9,-0.6,338,75.44124752219803,74.50688735633386,,
2023-07-12,6657,634088,45849598,73.9,74.8,70.9,71.3,-2.6,595,74.06083168146534,73.92381692790953,,
2023-07-13,6657,559154,40160691,71.6,73.2,70.7,71.4,0.1,495,73.17388778764357,73.46494112283507,69.98181818181818,
2023-07-14,6657,877268,64596124,71.8,75.9,71.0,72.9,1.5,733,73.08259185842904,73.36222455504688,70.23557312252964,
2023-07-17,6657,1904351,150056295,73.9,80.1,73.9,80.1,7.2,1440,75.42172790561936,74.58727463594745,71.09334937274446,
2023-07-18,6657,1280313,98678377,77.7,78.7,74.4,76.2,-3.9,1068,75.68115193707958,74.88049742941155,71.53740594902754,
