date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-10-19,6526,5006963,2088862794,410.0,429.0,400.0,415.0,0.0,6747,,,
2023-10-20,6526,3159773,1349428553,414.0,439.5,410.5,436.5,21.5,5014,,,
2023-10-23,6526,1436293,615553744,434.5,438.0,421.5,424.0,-12.5,2839,,,
2023-10-24,6526,973294,407547440,425.0,427.0,414.0,419.0,-5.0,2069,,,
2023-10-25,6526,1058152,449566245,421.0,430.5,421.0,422.0,3.0,1687,423.3,,
2023-10-26,6526,775316,320569407,413.0,417.5,410.0,412.0,-10.0,1901,419.53333333333336,,
2023-10-27,6526,1060803,441135798,412.0,420.0,410.0,420.0,8.0,1290,419.6888888888889,,
2023-10-30,6526,1024439,440188175,428.5,435.0,426.5,427.0,7.0,1915,422.12592592592597,,
2023-10-31,6526,820568,343171611,427.0,427.0,411.0,412.0,-15.0,2007,418.75061728395065,,
2023-11-01,6526,278667,115448780,415.5,417.0,412.0,415.0,3.0,683,417.5004115226338,420.25,
2023-11-02,6526,759884,322280460,419.0,428.0,419.0,424.0,9.0,1177,419.6669410150892,420.9318181818182,
2023-11-03,6526,446562,189205304,427.5,427.5,421.0,421.5,-2.5,753,420.27796067672614,421.03512396694214,
2023-11-06,6526,421483,177629107,424.5,424.5,418.0,421.5,0.0,881,420.68530711781744,421.1196468820436,
2023-11-07,6526,3281536,1472123529,454.5,454.5,439.0,454.0,32.5,5180,431.7902047452116,427.0978929034902,
2023-11-08,6526,2010575,917555932,455.0,459.0,447.0,454.0,0.0,3461,439.19346983014105,431.98918510285563,
2023-11-09,6526,878744,395559611,454.0,454.0,448.0,451.0,-3.0,1698,443.1289798867607,435.4456969023364,
2023-11-10,6526,1192810,543191189,450.5,458.0,449.5,456.0,5.0,1982,447.41931992450714,439.18284292009344,
2023-11-13,6526,1008853,458969757,458.0,459.0,450.5,450.5,-5.5,1753,448.44621328300474,441.2405078437128,
2023-11-14,6526,931923,415140461,452.5,452.5,441.0,444.0,-6.5,1793,446.9641421886698,441.74223369031046,
2023-11-15,6526,2205275,1020312253,448.5,475.0,446.5,464.5,20.5,3330,452.8094281257799,445.88000938298126,
2023-11-16,6526,768175,353819009,461.5,466.5,457.0,462.0,-2.5,1556,455.87295208385325,448.81091676789373,
2023-11-17,6526,579842,266733540,461.5,465.0,456.5,462.5,0.5,1107,458.08196805590217,451.2998409919131,434.90909090909093
2023-11-20,6526,597168,277238264,462.5,468.0,460.0,465.5,3.0,1051,460.55464537060146,453.88168808429253,437.5691699604743
2023-11-21,6526,2662262,1285388623,470.0,493.5,468.0,493.5,28.0,4182,471.53643024706764,461.0850175235121,442.43272039869396
2023-11-22,6526,3415855,1758204484,490.0,540.0,488.5,536.0,42.5,6199,493.02428683137845,474.70592342832805,450.5690055814162
2023-11-23,6526,2078036,1084198392,531.0,532.0,510.0,523.0,-13.0,4256,503.016191220919,483.4866646231775,456.86735292216264
2023-11-24,6526,1025532,540151127,527.0,535.0,515.0,533.0,10.0,2119,513.0107941472793,492.4890892371452,463.48758310284416
2023-11-27,6526,1697720,911459053,539.0,550.0,529.0,529.0,-4.0,2773,518.3405294315195,499.12743664857334,469.18431500694464
2023-11-28,6526,679220,360619642,530.0,536.0,525.0,534.0,5.0,1532,523.5603529543463,505.4679027124691,474.8204615280799
2023-11-29,6526,643069,343893579,536.0,539.0,530.0,537.0,3.0,1306,528.0402353028975,511.201011310202,480.2273779169425
2023-11-30,6526,1231489,677075252,542.0,559.0,538.0,551.0,14.0,2683,535.6934902019317,518.4371910719834,486.38151896764316
2023-12-01,6526,920681,500764071,551.0,551.0,537.0,542.0,-9.0,1856,537.7956601346211,522.7213381498046,491.2179086226307
2023-12-04,6526,1128124,618608571,545.0,557.0,542.0,542.0,0.0,2120,539.1971067564141,526.2265493952947,495.6337426554454
2023-12-05,6526,707948,385906797,542.0,552.0,535.0,543.0,1.0,1456,540.4647378376094,529.2762676870593,499.7525476419284
2023-12-06,6526,652880,351563105,544.0,544.0,533.0,539.0,-4.0,1534,539.9764918917396,531.0442190166849,503.16536958610857
2023-12-07,6526,1089770,576473569,532.0,538.0,521.0,524.0,-15.0,2718,534.650994594493,529.7634519227422,504.9770765786209
2023-12-08,6526,472524,250651879,532.0,534.0,526.0,529.0,5.0,1001,532.767329729662,529.6246424822436,507.0660264413495
2023-12-11,6526,1000391,542913583,530.0,550.0,530.0,549.0,20.0,1763,538.1782198197747,533.1474347581993,510.7124589247104
2023-12-12,6526,506938,277901999,554.0,554.0,542.0,546.0,-3.0,1143,540.7854798798497,535.4842648021631,513.7809407573443
2023-12-13,6526,925277,511194695,548.0,556.0,542.0,554.0,8.0,1636,545.1903199198998,538.8507621108607,517.2782502567056
