date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-12-14,6526,1828611,1048873758,563.0,580.0,561.0,578.0,24.0,3258,556.1268799465998,545.9688053634316,522.5584024082965
2023-12-15,6526,1447530,837523024,585.0,587.0,568.0,578.0,0.0,2044,563.4179199643999,551.7926589337168,527.3794108945316
2023-12-18,6526,722840,414297602,578.0,579.0,564.0,574.0,-4.0,1441,566.9452799762665,555.8303573094047,531.4333751645723
2023-12-19,6526,684686,392644157,576.0,579.0,564.0,573.0,-1.0,1293,568.9635199841777,558.9521105258766,535.0478642806964
2023-12-20,6526,442854,254479048,576.0,579.0,568.0,575.0,2.0,904,570.9756799894518,561.8699086120808,538.5219630388967
2023-12-21,6526,597294,339339789,569.0,571.0,562.0,567.0,-8.0,1191,569.6504533263012,562.8026525007934,540.9983140789926
2023-12-22,6526,458237,260143229,568.0,572.0,563.0,565.0,-2.0,874,568.1003022175341,563.2021702279219,543.0854172025585
2023-12-25,6526,481749,270497356,565.0,565.0,554.0,563.0,-2.0,1140,566.400201478356,563.1654120046634,544.8171200545099
2023-12-26,6526,981741,563282439,563.0,579.0,561.0,578.0,15.0,1673,570.2668009855707,565.8626098219974,547.7025878758569
2023-12-27,6526,2262964,1351085935,580.0,609.0,580.0,595.0,17.0,3916,578.5112006570472,571.1603171270888,551.8154063214346
2023-12-28,6526,867516,513880924,598.0,600.0,585.0,587.0,-8.0,2040,581.3408004380315,574.0402594676181,554.8749362065272
2023-12-29,6526,760718,441288259,588.0,589.0,575.0,577.0,-10.0,1732,579.8938669586877,574.5783941098694,556.798854797264
2024-01-02,6526,1478267,822152367,574.0,576.0,543.0,553.0,-24.0,3627,570.9292446391252,570.6550497262567,556.4685195975019
2024-01-03,6526,649208,353551754,549.0,552.0,539.0,544.0,-9.0,1805,561.9528297594168,565.8086770487555,555.3843005020669
2024-01-04,6526,499311,273727982,547.0,555.0,544.0,548.0,4.0,933,557.3018865062778,562.5707357671636,554.7421874149306
2024-01-05,6526,337999,184202797,548.0,550.0,543.0,544.0,-4.0,892,552.8679243375185,559.1942383549521,553.8080841614584
2024-01-08,6526,498833,272001771,546.0,552.0,540.0,540.0,-4.0,993,548.5786162250123,555.7043768358699,552.6073811908968
2024-01-09,6526,371924,201724404,546.0,546.0,539.0,539.0,-1.0,881,545.3857441500082,552.6672174111662,551.424130652558
2024-01-10,6526,399652,214767718,540.0,545.0,529.0,541.0,2.0,955,543.9238294333388,550.5459051545905,550.5176845088573
2024-01-11,6526,316858,172055023,547.0,547.0,541.0,541.0,0.0,843,542.9492196222259,548.8102860355741,549.6900597689566
2024-01-12,6526,361453,194950082,543.0,544.0,535.0,536.0,-5.0,940,540.632813081484,546.4811431200152,548.4996197890474
