date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-11-08,6933,2340278,461185187,180.0,238.0,180.0,237.5,0.0,1903,,,
2023-11-09,6933,1520587,332626788,219.0,230.0,211.0,220.0,-17.5,1764,,,
2023-11-10,6933,975531,203114976,208.0,215.5,201.0,210.5,-9.5,1113,,,
2023-11-13,6933,775415,153042451,210.0,210.0,189.5,198.0,-12.5,1173,,,
2023-11-14,6933,774182,159748499,199.0,213.0,196.0,212.0,14.0,882,215.6,,
2023-11-15,6933,803283,171126740,217.5,219.5,205.0,218.0,6.0,959,216.4,,
2023-11-16,6933,1045338,239881110,218.0,239.5,217.0,239.5,21.5,1139,224.1,,
2023-11-17,6933,1011149,259559570,240.0,263.0,240.0,263.0,23.5,974,237.06666666666666,,
2023-11-20,6933,1262364,358800089,279.0,289.0,270.0,289.0,26.0,1184,254.37777777777777,,
2023-11-21,6933,1032537,297838900,281.5,305.0,275.0,289.0,0.0,1621,265.9185185185185,237.65,
2023-11-22,6933,521802,150566438,288.0,295.0,280.0,293.0,4.0,790,274.9456790123457,247.71363636363637,
2023-11-23,6933,584030,175405573,301.0,311.5,290.0,299.0,6.0,869,282.96378600823044,257.0384297520661,
2023-11-24,6933,600171,172864812,289.0,296.0,280.0,287.0,-12.0,853,284.30919067215365,262.4859879789632,
2023-11-27,6933,516629,142387613,288.5,289.0,269.0,272.5,-14.5,994,280.37279378143575,264.30671743733353,
2023-11-28,6933,472044,127536980,278.0,278.0,263.0,268.0,-4.5,863,276.24852918762383,264.97822335781837,
2023-11-29,6933,666417,171962786,268.5,269.0,250.0,257.0,-11.0,1250,269.8323527917492,263.52763729276046,
2023-11-30,6933,1268566,345300667,256.0,282.5,248.5,282.5,25.5,1630,274.0549018611661,266.9771577849858,
2023-12-01,6933,1296614,383737265,283.0,308.5,277.0,302.0,19.5,2020,283.36993457411074,273.3449472786248,
2023-12-04,6933,668434,198746743,296.0,308.0,290.0,300.5,-1.5,1084,289.0799563827405,278.28222959160206,
2023-12-05,6933,321732,94069823,292.5,298.5,290.0,291.5,-9.0,568,289.88663758849367,280.6854605749471,
2023-12-06,6933,474675,142498164,295.0,308.0,290.5,302.5,11.0,816,294.09109172566247,284.65174047041126,
2023-12-07,6933,300194,89245777,301.0,302.0,293.5,298.5,-4.0,508,295.56072781710833,287.1696058394274,265.02272727272725
2023-12-08,6933,312711,94107759,308.0,308.0,296.0,296.0,-2.5,476,295.70715187807224,288.7751320504406,267.7164031620553
2023-12-11,6933,1053773,336487542,297.0,325.5,292.0,325.5,29.5,1361,305.63810125204816,295.4523807685423,272.7410637566592
2023-12-12,6933,952806,303776574,322.0,334.5,305.0,311.0,-14.5,1615,307.4254008346988,298.2792206288073,276.06792777781925
2023-12-13,6933,637502,191626335,310.0,310.0,296.0,297.0,-14.0,1266,303.9502672231325,298.04663505993324,277.88810797105236
2023-12-14,6933,313413,93301978,299.0,304.5,290.0,298.0,1.0,668,301.96684481542167,298.0381559581272,279.6369681474826
2023-12-15,6933,154869,45526291,301.0,301.0,292.0,295.0,-3.0,457,299.6445632102811,297.48576396574043,280.972883960745
2023-12-18,6933,197889,57550039,295.0,295.0,287.0,288.5,-6.5,525,295.9297088068541,295.85198869924216,281.62741579024544
2023-12-19,6933,131909,38458220,287.0,294.5,287.0,293.5,5.0,292,295.11980587123605,295.424354390289,282.6598144171806
2023-12-20,6933,116371,34513840,293.5,302.0,293.5,295.5,2.0,252,295.2465372474907,295.4381081375092,283.7763522939475
2023-12-21,6933,207113,59303593,293.5,293.5,281.5,285.0,-10.5,558,291.8310248316605,293.5402702943257,283.8827564422999
2023-12-22,6933,145687,42705399,289.5,298.0,285.0,293.0,8.0,296,292.220683221107,293.44203933172105,284.675560229926
2023-12-25,6933,100915,29132858,295.5,295.5,285.5,287.0,-6.0,215,290.480455480738,292.27075945322633,284.87768542732374
2023-12-26,6933,78450,22829865,292.0,295.0,289.5,290.5,3.5,165,290.486970320492,291.94880318900334,285.36658234668687
2023-12-27,6933,296043,84466562,290.5,294.5,281.0,286.0,-4.5,633,288.99131354699466,290.8672026091846,285.42166214262716
2023-12-28,6933,1338651,355080861,284.5,288.0,257.5,262.5,-23.5,2265,280.16087569799646,285.70952940751465,283.4284741302248
2023-12-29,6933,1745980,422059331,258.0,258.0,236.5,236.5,-26.0,2812,265.607250465331,276.762342242512,279.3477372493357
2024-01-02,6933,575184,135683703,236.5,243.0,228.0,242.0,5.5,969,257.7381669768873,270.44191638023705,276.1001079233065
2024-01-03,6933,367653,85682289,237.0,237.0,231.0,232.5,-9.5,747,249.3254446512582,263.54338612928484,272.30879419084505
2024-01-04,6933,355111,80529820,232.5,234.5,221.0,223.5,-9.0,991,240.7169631008388,256.2627704694149,268.0645512177281
2024-01-05,6933,161506,36043276,225.0,226.5,218.5,223.0,-0.5,411,234.81130873389253,250.21499402043034,264.14589459009954
2024-01-08,6933,137013,31057511,228.0,230.0,223.0,223.0,0.0,363,230.87420582259503,245.266813289443,260.5679907126996
2024-01-09,6933,187983,41404878,225.0,227.0,217.5,218.5,-4.5,463,226.7494705483967,240.40011996408973,256.9099045637692
