date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema
2023-03-21,6863,3978987,778653589,200.0,207.0,185.5,202.0,0.0,2925,,,,
2023-03-22,6863,2450368,480968873,201.0,201.5,190.0,196.0,-6.0,2502,,,,
2023-03-23,6863,3081965,624043044,192.0,215.0,188.5,213.0,17.0,2713,,,,
2023-03-24,6863,2018343,411457590,206.0,211.5,196.5,200.0,-13.0,2294,,,,
2023-03-27,6863,1020686,200644696,198.5,203.5,192.0,201.5,1.5,1261,202.5,,,
2023-03-28,6863,1747627,327790867,200.0,201.0,181.5,186.5,-15.0,2035,197.16666666666666,,,
2023-03-29,6863,1374562,244108811,186.5,187.0,172.0,176.0,-10.5,1651,190.11111111111111,,,
2023-03-30,6863,1083365,198968357,174.0,188.0,174.0,187.0,11.0,1352,189.07407407407408,,,
2023-03-31,6863,760428,139731657,184.5,187.0,181.0,184.5,-2.5,860,187.5493827160494,,,
2023-04-06,6863,447019,82901719,185.0,188.0,183.0,184.0,-0.5,526,186.36625514403292,193.05,,
2023-04-07,6863,747478,134235606,184.0,185.0,177.0,178.0,-6.0,890,183.5775034293553,190.31363636363636,,
2023-04-10,6863,1501172,282499988,179.0,195.5,178.5,192.0,14.0,1537,186.38500228623687,190.6202479338843,,
2023-04-11,6863,1061839,202677569,188.0,196.5,186.5,189.5,-2.5,1075,187.42333485749126,190.41656649135987,,
2023-04-12,6863,1608988,317206503,190.0,204.5,188.5,198.5,9.0,1663,191.11555657166085,191.886281674749,,
2023-04-13,6863,802579,157829501,195.0,201.5,193.0,193.0,-5.5,953,191.74370438110722,192.08877591570374,,
2023-04-14,6863,511227,98052613,195.5,195.5,189.0,189.5,-3.5,568,190.99580292073816,191.6180893855758,,
2023-04-17,6863,1004682,196995876,189.5,200.0,189.0,200.0,10.5,1059,193.99720194715877,193.14207313365293,,
2023-04-18,6863,2235174,473940085,200.0,220.0,197.0,220.0,20.0,1635,202.66480129810586,198.02533256389785,,
2023-04-19,6863,2863387,661328149,228.0,242.0,220.0,237.0,17.0,2853,214.10986753207058,205.11163573409823,,
2023-04-20,6863,2140082,471652586,227.0,228.5,213.5,215.5,-21.5,2277,214.5732450213804,207.00042923698945,,
2023-04-21,6863,1315866,277599716,218.0,222.5,200.5,207.0,-8.5,1542,212.04883001425358,207.00035119390046,,
2023-04-24,6863,592082,119341482,201.0,205.5,194.5,203.5,-3.5,768,209.1992200095024,206.3639237041004,197.9090909090909,
