date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema,264ema
2018-08-08,1240,1100000,63419700,59.0,59.9,55.1,55.2,8.0,769,,,,,
2018-08-09,1240,562000,29640800,52.1,54.5,51.5,51.9,-3.3,352,,,,,
2018-08-10,1240,309000,15816600,52.1,52.1,50.3,50.9,-1.0,238,,,,,
2018-08-13,1240,248000,12283000,50.0,50.6,48.8,49.0,-1.9,175,,,,,
2018-08-14,1240,124000,6077350,49.0,49.5,48.8,49.05,0.05,90,51.21,,,,
2018-08-15,1240,178000,8391250,47.5,48.4,46.5,46.7,-2.35,126,49.70666666666667,,,,
2018-08-16,1240,127000,5748500,45.5,46.35,44.9,46.35,-0.35,101,48.58777777777778,,,,
2018-08-17,1240,99000,4482750,46.5,46.5,44.85,44.9,-1.45,80,47.35851851851852,,,,
2018-08-20,1240,63000,2881850,44.95,46.3,44.95,45.3,0.4,57,46.672345679012345,,,,
2018-08-21,1240,36000,1619750,45.1,45.1,44.85,45.0,-0.3,34,46.11489711934156,48.43,,,
2018-08-22,1240,26000,1169400,44.6,45.3,44.6,45.0,0.0,26,45.74326474622771,47.806363636363635,,,
2018-08-23,1240,90000,4140750,45.25,46.8,45.0,46.3,1.3,79,45.92884316415181,47.532479338842975,,,
2018-08-24,1240,77000,3564800,46.5,46.9,45.85,45.95,-0.35,69,45.93589544276787,47.244755822689704,,,
2018-08-27,1240,120000,5420700,45.6,45.8,44.8,45.3,-0.65,83,45.72393029517858,46.89116385492794,,,
2018-08-28,1240,43000,1943100,45.45,45.45,45.05,45.2,-0.1,38,45.54928686345239,46.583679517668315,,,
2018-08-29,1240,147000,6900050,45.5,48.9,45.5,48.1,2.9,135,46.39952457563493,46.859374150819534,,,
2018-08-30,1240,59000,2773150,48.0,48.0,46.7,47.3,-0.8,55,46.69968305042328,46.93948794157962,,,
2018-08-31,1240,50000,2344250,47.5,47.5,46.35,46.8,-0.5,44,46.73312203361552,46.914126497656056,,,
2018-09-03,1240,19000,880650,46.4,47.2,46.1,46.6,-0.2,15,46.68874802241035,46.85701258899132,,,
2018-09-04,1240,22000,1014150,46.8,46.8,45.5,46.3,-0.3,20,46.55916534827357,46.75573757281108,,,
2018-09-05,1240,16000,733350,46.3,46.3,45.5,45.75,-0.55,15,46.28944356551571,46.57287619593634,,,
2018-09-06,1240,20000,900900,45.5,45.5,44.7,45.2,-0.55,19,45.92629571034381,46.32326234212973,47.18636363636363,,
2018-09-07,1240,59000,2563500,44.65,44.65,42.9,43.0,-2.2,46,44.950863806895875,45.71903282537887,46.82233201581027,,
2018-09-10,1240,22000,934550,42.8,42.8,41.5,42.0,-1.0,21,43.96724253793058,45.042845038946346,46.402998797044155,,
2018-09-11,1240,71000,2937500,42.0,42.0,41.0,41.2,-0.8,29,43.044828358620386,44.3441459409561,45.950564119040315,,
2018-09-12,1240,114000,4634650,41.2,42.1,40.0,40.1,-1.1,59,42.06321890574692,43.572483042600446,45.44181941303681,,
2018-09-13,1240,20000,813250,40.3,40.95,40.3,40.5,0.4,16,41.54214593716461,43.013849762127634,45.01209598581622,,
2018-09-14,1240,106000,4394100,40.7,43.0,40.3,42.7,2.2,73,41.92809729144307,42.95678616901352,44.81104416096263,,
2018-09-17,1240,33000,1360950,42.5,42.5,40.95,40.95,-1.75,32,41.60206486096205,42.591915956465606,44.47530119044414,,
2018-09-18,1240,20000,809100,40.5,40.5,40.3,40.3,-0.65,19,41.16804324064137,42.17520396438095,44.112231521709866,,
2018-09-19,1240,29000,1170600,40.3,40.8,40.1,40.8,0.5,20,41.04536216042758,41.92516687994805,43.824211389387266,,
2018-09-20,1240,19000,769100,40.6,40.65,40.3,40.5,-0.3,18,40.86357477361839,41.666045629048405,43.535149529440545,,
2018-09-21,1240,623000,27172450,40.7,44.55,40.6,44.55,4.05,110,42.092383182412256,42.19040096922142,43.62339739644572,,
2018-09-25,1240,102000,4321800,44.0,44.0,41.95,42.0,-2.55,77,42.06158878827484,42.155782611181166,43.48223240545044,,
2018-09-26,1240,29000,1193550,41.5,41.5,41.0,41.05,-0.95,27,41.724392525516556,41.95473122733004,43.27073393541127,,
2018-09-27,1240,21000,873850,41.0,41.95,40.9,41.95,0.9,15,41.799595017011036,41.95387100417913,43.15588750624507,,
2018-09-28,1240,29000,1198350,42.0,42.0,41.1,41.2,-0.75,26,41.59973001134069,41.816803548873835,42.98581033178898,,
2018-10-01,1240,8000,328500,40.2,41.5,40.2,41.2,0.0,8,41.46648667422713,41.704657449078596,42.83052247685081,,
2018-10-02,1240,4000,165700,41.4,41.5,41.4,41.4,0.2,4,41.44432444948475,41.64926518560976,42.70612921799422,,
2018-10-03,1240,15000,612800,41.15,41.15,40.6,40.6,-0.8,13,41.16288296632317,41.45848969731708,42.522987546864286,,
2018-10-04,1240,31000,1254050,40.6,40.6,40.2,40.2,-0.4,22,40.84192197754878,41.22967338871397,42.32098862974565,,
2018-10-05,1240,28000,1111100,40.0,40.05,39.05,39.05,-1.15,26,40.24461465169919,40.83336913622052,42.03655483585472,,
2018-10-08,1240,18000,691400,38.0,39.0,38.0,38.8,-0.25,13,39.76307643446612,40.46366565690769,41.755115284910836,,
2018-10-09,1240,48000,1814250,38.5,38.5,37.5,37.55,-1.25,32,39.02538428964408,39.933908264742655,41.389453086222936,,
2018-10-11,1240,110000,3737950,36.0,36.0,33.8,33.8,-3.75,57,37.28358952642939,38.818652216607624,40.72950064394268,,
2018-10-12,1240,27000,931250,33.8,36.0,33.8,36.0,2.2,23,36.85572635095293,38.306169995406236,40.31823971838244,,
2018-10-15,1240,32000,1116850,35.9,35.9,34.55,34.7,-1.3,17,36.137150900635284,37.650502723514194,39.82969713417528,,
2018-10-16,1240,25000,870200,34.5,35.5,34.5,34.8,0.1,11,35.691433933756855,37.13222950105707,39.39233216598612,,
2018-10-17,1240,135000,4761800,34.95,35.8,34.8,34.8,0.0,44,35.39428928917123,36.708187773592144,38.992998934161236,,
2018-10-18,1240,11000,380050,34.6,34.6,34.45,34.6,-0.2,10,35.12952619278082,36.3248809056663,38.61099902684287,,
2018-10-19,1240,9000,308700,34.3,34.3,34.3,34.3,-0.3,9,34.85301746185388,35.9567207409997,38.23612954624784,,
2018-10-22,1240,28000,969100,34.6,34.75,34.5,34.5,0.2,13,34.73534497456925,35.6918624244543,37.91124871613933,,
2018-10-23,1240,45000,1568350,34.8,35.0,34.7,34.8,0.3,19,34.756896649712836,35.529705620008066,37.64070534951852,,
2018-10-24,1240,12000,408600,33.85,34.5,33.85,34.1,-0.7,11,34.53793109980856,35.269759143642965,37.33281792782126,,
2018-10-25,1240,11000,356250,31.95,33.3,31.8,32.3,-1.8,11,33.79195406653904,34.72980293570788,36.89518158627158,,
2018-10-26,1240,33000,1081300,32.5,33.3,32.5,32.7,0.4,18,33.4279693776927,34.36074785648827,36.53038318746536,,
2018-10-29,1240,0,0,0.0,0.0,0.0,0.0,0.0,0,22.2853129184618,28.11333915530858,33.353828127685766,,
2018-10-30,1240,18000,581900,32.4,32.6,31.9,31.9,-0.8,16,25.490208612307864,28.801822945252475,33.2274082904957,,
2018-10-31,1240,32000,1045150,32.8,33.3,32.3,32.7,0.8,25,27.893472408205245,29.510582409752026,33.18154670001782,,
2018-11-01,1240,4000,131300,32.7,33.0,32.7,32.8,0.1,4,29.52898160547016,30.108658335251658,33.14836872610323,,
2018-11-02,1240,21000,694150,32.85,33.1,32.85,33.05,0.25,11,30.702654403646772,30.643447728842265,33.139814923833384,,
2018-11-05,1240,4000,130000,32.4,32.6,32.4,32.6,-0.45,4,31.335102935764514,30.999184505416398,33.09287449567396,,
2018-11-06,1240,13000,429750,33.0,33.3,32.8,32.8,0.2,13,31.82340195717634,31.326605504431598,33.06740714822405,,
2018-11-07,1240,33000,1112700,33.8,33.8,33.3,33.6,0.8,9,32.415601304784225,31.73994995817131,33.11371957011761,,
2018-11-08,1240,7000,231300,33.0,33.1,33.0,33.1,-0.5,6,32.64373420318948,31.987231783958343,33.11252656402043,,
2018-11-09,1240,3000,99950,32.9,33.55,32.9,33.5,0.4,3,32.92915613545966,32.26228055051137,33.14621990627952,40.10833333333334,
2018-11-12,1240,1000,33600,33.6,33.6,33.6,33.6,0.1,1,33.152770756973105,32.50550226860021,33.18567904486391,39.914054726368164,
2018-11-13,1240,17000,564100,33.4,33.4,33.0,33.0,-0.6,8,33.101847171315406,32.595410947036534,33.1695330409627,39.70766503304374,
2018-11-14,1240,6000,199000,33.1,33.5,33.1,33.5,0.5,6,33.23456478087694,32.759881683938985,33.19826929827029,39.52236159922154,
2018-11-15,1240,9000,297600,32.6,33.3,32.6,33.3,-0.2,8,33.256376520584624,32.858085014131895,33.20711544624679,39.33661946193134,
2018-11-16,1240,17000,565250,33.3,33.8,33.0,33.2,-0.1,10,33.23758434705642,32.92025137519882,33.20649671179055,39.15343679142593,
2018-11-19,1240,3000,100850,33.3,34.2,33.3,34.2,1.0,3,33.55838956470428,33.152932943344496,33.292888302069635,39.00557300660725,
2018-11-20,1240,9000,311100,34.5,35.0,34.1,34.1,-0.1,8,33.73892637646952,33.325126953645494,33.36307192797662,38.859137991484644,
2018-11-21,1240,8000,273550,34.8,34.8,33.6,34.8,0.7,7,34.09261758431301,33.59328568934631,33.48802219510909,38.73796969323137,
2018-11-22,1240,11000,381400,34.5,34.8,34.5,34.7,-0.1,10,34.295078389542006,33.79450647310153,33.593411569447426,38.617433284478196,
2018-11-23,1240,2000,68950,34.1,34.85,34.1,34.85,0.15,2,34.48005225969467,33.986414387083066,33.70268012862591,38.50497258941915,
2018-11-26,1240,4000,140250,34.85,35.7,34.85,35.7,0.85,4,34.88670150646312,34.29797540761342,33.876360117441045,38.421242064361856,
2018-11-27,1240,2000,70200,35.1,35.1,35.1,35.1,-0.6,2,34.95780100430875,34.44379806077462,33.98276358548965,38.3221005102018,
2018-11-28,1240,15000,519600,36.5,36.5,34.0,34.85,-0.25,11,34.921867336205835,34.517652958815596,34.05817544762098,38.21845571885249,
2018-11-29,1240,28000,967900,36.1,36.1,34.0,34.45,-0.4,18,34.764578224137225,34.50535242084912,34.092247147827855,38.105964503364355,
2018-11-30,1240,11000,376250,34.45,34.5,34.0,34.5,0.05,7,34.67638548275815,34.50437925342201,34.127703917581954,37.998323771920646,
2018-12-03,1240,20000,698650,34.8,35.9,34.5,34.5,0.0,19,34.61759032183877,34.5035830255271,34.160077489966135,37.89389619663943,
2018-12-04,1240,2000,69000,34.5,34.5,34.5,34.5,0.0,2,34.57839354789251,34.50293156634035,34.18963596909951,37.792585862411386,
2018-12-05,1240,3000,103700,34.5,34.6,34.5,34.6,0.1,3,34.58559569859501,34.52058037246029,34.22531979787347,37.69728479189164,
2018-12-06,1240,9000,308800,34.6,34.6,33.5,33.5,-1.1,6,34.22373046573001,34.33502030474023,34.162248511101865,37.57199270855159,
2018-12-07,1240,3000,101950,33.6,34.35,33.6,34.0,0.5,3,34.14915364382001,34.27410752206019,34.148139944919095,37.465366060535125,
2018-12-10,1240,19000,645750,32.2,34.45,32.2,34.0,0.0,10,34.09943576254667,34.22426979077652,34.13525821057831,37.36192229753408,
2018-12-11,1240,7000,242950,35.45,35.45,34.0,34.0,0.0,6,34.066290508364446,34.18349346518079,34.12349662704976,37.26156640805545,
2018-12-12,1240,67000,2400550,35.0,37.0,33.9,37.0,3.0,31,35.04419367224296,34.695585562420646,34.37362735513239,37.25375845557618,
2018-12-13,1240,214000,8176150,39.0,39.0,37.3,38.0,1.0,155,36.02946244816197,35.29638818743508,34.68896410686001,37.276034322573906,
2018-12-14,1240,311000,11970950,37.8,39.6,36.1,39.0,1.0,187,37.019641632107984,35.969772153355976,35.06383679322001,37.327495984586626,
2018-12-17,1240,1459000,60169750,39.6,42.9,39.5,42.9,3.9,736,38.97976108807199,37.22981358001852,35.74524228946175,37.4938393880318,
2018-12-18,1240,579000,23468950,40.9,41.7,39.5,40.0,-2.9,420,39.319840725381326,37.733483838196975,36.1152212208129,37.56865015256817,
2018-12-19,1240,272000,10592750,39.2,40.5,38.0,38.15,-1.85,228,38.92989381692088,37.80921404943389,36.292158505959605,37.58600387935718,
2018-12-20,1240,132000,4880250,37.0,37.7,36.55,36.55,-1.6,108,38.13659587794725,37.58026604044591,36.31457950544138,37.555078390421144,
2018-12-21,1240,75000,2779850,36.4,38.6,36.2,37.7,1.15,66,37.991063918631504,37.60203585127393,36.435050852794305,37.55940440861753,
2018-12-22,1240,107000,4126200,37.6,39.8,37.0,38.15,0.45,99,38.044042612421,37.70166569649685,36.5841768655948,37.57703412776328,
2018-12-24,1240,56000,2099550,38.0,38.15,37.1,37.3,-0.85,54,37.79602840828067,37.62863556986106,36.64642235554307,37.568764452307654,
2018-12-25,1240,62000,2308200,37.0,37.7,37.0,37.0,-0.3,47,37.530685605520446,37.51433819352268,36.67716823766976,37.55178640895519,
2018-12-26,1240,45000,1667600,38.1,38.3,36.5,36.55,-0.45,36,37.203790403680294,37.339003976518555,36.666110130046306,37.52188233704608,
2018-12-27,1240,40000,1471300,37.7,37.7,36.6,36.7,0.15,32,37.0358602691202,37.222821435333366,36.66905707525967,37.497348535940226,
2018-12-28,1240,38000,1389850,36.7,36.95,36.5,36.5,-0.2,24,36.857240179413466,37.091399356181846,36.6543564600197,37.467576937852456,
2019-01-02,1240,27000,998400,37.0,37.1,36.8,37.0,0.5,27,36.90482678627564,37.07478129142151,36.684412420017985,37.453619417319544,
2019-01-03,1240,214000,8288100,37.5,39.6,37.5,38.8,1.8,158,37.536551190850425,37.388457420253964,36.86837655740773,37.49380988247418,
2019-01-04,1240,1143000,47411450,39.8,42.65,38.8,42.65,3.85,620,39.24103412723362,38.345101525662336,37.37112642198097,37.6477260053854,
2019-01-07,1240,1159000,51630600,44.9,46.9,42.65,44.2,1.55,792,40.89402275148908,39.409628520996456,37.964941515721755,37.843316273881356,
