date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-10-20,2254,295000,26056100,87.4,99.0,78.0,78.0,0.0,150,,,
2023-10-23,2254,121000,9724600,82.0,83.5,78.0,79.4,1.4,42,,,
2023-10-24,2254,126500,9828400,79.8,83.6,75.0,83.6,4.2,55,,,
2023-10-25,2254,325524,28931584,91.0,120.0,77.0,120.0,36.4,143,,,
2023-10-26,2254,450000,54466000,120.0,125.0,119.0,120.5,0.5,184,96.3,,
2023-10-27,2254,134022,14674041,117.5,117.5,108.5,117.5,-3.0,30,103.36666666666666,,
2023-10-30,2254,117752,12893091,109.5,111.0,106.0,110.0,-7.5,26,105.57777777777777,,
2023-10-31,2254,98010,10823565,110.0,114.5,107.0,109.0,-1.0,25,106.71851851851851,,
2023-11-01,2254,398000,39494300,104.0,113.0,98.1,110.5,1.5,85,107.97901234567901,,
2023-11-02,2254,69150,7314550,102.0,110.0,100.0,109.5,-1.0,37,108.48600823045267,103.8,
2023-11-03,2254,90055,9461302,105.0,108.0,104.0,108.0,-1.5,19,108.32400548696845,104.56363636363636,
2023-11-06,2254,40000,4125500,103.0,104.5,103.0,104.5,-3.5,12,107.0493369913123,104.55206611570247,
2023-11-07,2254,56020,5613500,100.0,102.5,99.0,102.5,-2.0,22,105.53289132754153,104.17896318557474,
2023-11-08,2254,1167,119200,102.5,102.5,102.5,102.5,0.0,2,104.52192755169436,103.87369715183388,
2023-11-09,2254,13000,1248100,98.0,98.1,95.1,97.6,-4.9,13,102.21461836779623,102.73302494240954,
2023-11-10,2254,11000,1105700,97.4,106.5,97.4,99.3,1.7,11,101.24307891186416,102.10883858924417,
2023-11-13,2254,15000,1423900,95.0,98.9,92.0,98.4,-0.9,11,100.29538594124277,101.43450430029068,
2023-11-14,2254,11000,1038700,98.8,98.8,92.0,98.0,-0.4,11,99.53025729416184,100.8100489729651,
2023-11-15,2254,40999,3803706,98.7,98.7,90.0,93.9,-4.1,32,97.65350486277457,99.553676432426,
2023-11-16,2254,27001,2404689,93.3,93.3,88.6,88.8,-5.1,19,94.70233657518304,97.59846253562128,
2023-11-17,2254,41000,3921000,93.9,97.5,86.7,97.5,8.7,26,95.63489105012202,97.58056025641741,
2023-11-20,2254,108000,9838900,96.3,97.5,87.8,97.5,0.0,50,96.25659403341469,97.56591293706879,101.20454545454545
2023-11-21,2254,42999,3885607,96.5,96.5,87.8,93.0,-4.5,39,95.17106268894312,96.73574694851082,100.4911067193676
2023-11-22,2254,74081,6321106,90.5,90.5,83.7,86.5,-6.5,41,92.28070845929541,94.87470204878159,99.2744887437704
2023-11-23,2254,6500,557150,84.8,86.3,84.8,86.3,-0.2,8,90.2871389728636,93.31566531263948,98.14627233126863
2023-11-24,2254,112000,9504500,83.8,88.0,83.8,88.0,1.7,17,89.5247593152424,92.3491807103414,97.26398778072354
2023-11-27,2254,10145,894887,86.2,89.8,86.2,87.9,-0.1,11,88.98317287682828,91.5402387630066,96.4497279737041
