date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-11-28,2254,34444,3091815,87.8,91.0,86.9,90.8,2.9,19,89.58878191788551,91.4056498970054,95.95844728033853
2023-11-29,2254,48100,4473619,90.8,93.9,90.8,93.4,2.6,19,90.859187945257,91.76825900664079,95.73597360378736
2023-11-30,2254,31000,2866000,92.5,92.5,91.0,92.5,-0.9,4,91.406125296838,91.9013028236152,95.45458459476237
2023-12-01,2254,31220,2888326,92.8,92.8,92.5,92.5,0.0,5,91.770750197892,92.01015685568517,95.19766419521781
2023-12-04,2254,37000,3229400,93.4,93.5,85.0,92.5,0.0,22,92.01383346526133,92.09921924556059,94.96308469998148
2023-12-05,2254,35000,3210100,90.9,94.5,88.8,94.5,2.0,19,92.84255564350755,92.53572483727685,94.92281646520048
2023-12-06,2254,114000,10089300,94.1,94.1,85.1,88.8,-5.7,51,91.4950370956717,91.85650213959015,94.39039764213958
2023-12-07,2254,55000,4892000,86.8,91.8,86.0,91.8,3.0,25,91.59669139711447,91.84622902330103,94.16514567325787
2023-12-08,2254,36000,3232600,87.6,89.9,87.6,89.9,-1.9,5,91.03112759807631,91.49236920088266,93.79426344080066
2023-12-11,2254,84000,7194700,86.8,86.8,84.0,85.9,-4.0,21,89.32075173205088,90.47557480072219,93.10780575029625
2023-12-12,2254,42000,3601500,85.9,86.9,83.0,86.5,0.6,19,88.38050115470058,89.75274301877269,92.53321394592267
2023-12-13,2254,54000,4812700,89.5,89.5,88.0,89.5,3.0,31,88.75366743646705,89.7067897426322,92.26945621149461
2023-12-14,2254,44000,3930000,88.8,92.5,85.0,87.9,-1.6,30,88.46911162431137,89.37828251669907,91.8895034974516
2023-12-15,2254,94000,8161300,85.0,87.9,85.0,87.9,0.0,17,88.27940774954091,89.10950387729925,91.54259014984711
2023-12-18,2254,58000,4879100,85.2,85.8,81.7,85.8,-2.1,29,87.45293849969394,88.50777589960848,91.04323448464302
2023-12-19,2254,10000,863800,85.0,87.8,85.0,87.8,2.0,8,87.56862566646262,88.37908937240694,90.76121409467406
2023-12-20,2254,78024,6499454,83.0,86.4,81.0,85.5,-2.3,32,86.87908377764175,87.85561857742385,90.30371721687632
2023-12-21,2254,45000,3735400,82.0,84.5,80.9,84.5,-1.0,28,86.08605585176117,87.24550610880134,89.79904615453925
2023-12-22,2254,123000,10476300,82.0,88.8,82.0,88.8,4.3,40,86.99070390117411,87.52814136174655,89.71217257588367
2023-12-25,2254,158000,12953000,89.1,90.8,80.0,83.5,-5.3,83,85.82713593411607,86.79575202324718,89.17198365624161
2023-12-26,2254,112001,9285385,80.6,86.5,80.0,86.5,3.0,50,86.05142395607739,86.74197892811132,88.93963725135103
2023-12-27,2254,65000,5593700,85.0,86.4,82.1,86.3,-0.2,15,86.13428263738493,86.66161912300018,88.71010357732051
2023-12-28,2254,101000,8539700,86.6,87.1,80.0,86.6,0.3,55,86.28952175825661,86.65041564609105,88.52661630972742
2023-12-29,2254,83005,7230332,87.6,88.5,85.8,88.5,1.9,45,87.02634783883774,86.98670371043814,88.52430184801199
2024-01-02,2254,219000,17793200,88.5,88.5,79.7,85.5,-3.0,112,86.51756522589183,86.71639394490393,88.26131907861964
2024-01-03,2254,107000,8837200,83.4,84.4,80.6,84.4,-1.1,28,85.81171015059455,86.29523140946685,87.92555220221793
2024-01-04,2254,106096,8672139,83.9,83.9,80.0,83.9,-0.5,44,85.1744734337297,85.85973478956379,87.57550418463376
2024-01-05,2254,216175,19305697,92.2,92.2,84.7,91.0,7.1,111,87.11631562248647,86.79432846418855,87.87328642944821
