date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2011-04-14,8011,1677062,55451780,32.1,33.7,31.95,33.55,-1.0,814
2011-09-19,8011,6314421,237093631,35.0,42.0,35.0,41.0,0.0,3060
2011-09-20,8011,5590510,236299971,41.9,44.0,40.6,42.8,1.8,2752
2011-09-21,8011,3674937,154329438,41.6,43.55,40.0,42.65,-0.15,1686
2011-09-22,8011,5802648,252714241,42.0,44.9,41.5,43.4,0.75,2583
2011-09-23,8011,3038421,121505865,41.5,41.5,38.3,38.3,-5.1,1731
2011-09-26,8011,1464100,53287365,38.3,39.0,35.65,35.65,-2.65,863
2011-09-27,8011,2083466,71007270,36.5,36.5,33.2,33.2,-2.45,1356
2011-09-28,8011,1542731,53041439,33.2,35.1,33.2,34.15,0.95,859
2011-09-29,8011,1426420,46769884,33.55,33.6,32.15,32.2,-1.95,922
2011-09-30,8011,1512530,50730258,32.9,34.45,32.5,34.45,2.25,794
2011-10-03,8011,1229200,40756200,34.3,34.3,32.55,32.6,-1.85,659
2011-10-04,8011,1559471,52223914,31.8,34.85,31.35,34.85,2.25,914
2011-10-05,8011,1836109,64994419,35.7,36.0,34.5,34.9,0.05,1095
2011-10-06,8011,1060212,37151508,35.9,36.0,34.1,34.1,-0.8,643
2011-10-07,8011,725000,25247449,34.8,35.45,34.3,34.8,0.7,413
2011-10-11,8011,1765302,64982766,35.95,37.2,35.6,36.7,1.9,966
2011-10-12,8011,1518103,54936946,36.0,37.0,35.4,35.75,-0.95,837
2011-10-13,8011,898171,32597314,35.8,36.65,35.8,36.25,0.5,481
2011-10-14,8011,1943651,73123278,36.25,38.7,36.0,37.5,1.25,1007
2011-10-17,8011,1277120,48022414,38.0,38.15,37.05,37.1,-0.4,625
2011-10-18,8011,559751,20454198,36.7,36.95,36.3,36.6,-0.5,367
2011-10-19,8011,599599,21877112,36.7,36.95,36.2,36.3,-0.3,361
2011-10-20,8011,1103288,40898377,36.3,37.8,36.1,37.0,0.7,654
2011-10-21,8011,824076,30440184,37.45,37.6,36.2,36.7,-0.3,466
2011-10-24,8011,699200,25869489,37.2,37.3,36.75,37.0,0.3,384
2011-10-25,8011,1252100,47341845,37.5,38.35,37.3,37.8,0.8,683
2011-10-26,8011,1352987,51922552,37.45,38.8,37.4,38.35,0.55,706
2011-10-27,8011,929660,35619811,38.35,38.6,38.05,38.4,0.05,469
2011-10-28,8011,1553314,60505332,38.9,39.5,38.6,38.85,0.45,779
2011-10-31,8011,1259686,49431169,38.9,39.75,38.6,38.9,0.05,623
2011-11-01,8011,2330000,90966000,39.0,39.65,38.1,38.8,-0.1,1055
2011-11-02,8011,3193370,127719704,38.4,41.5,38.3,41.5,2.7,1463
2011-11-03,8011,4888455,212011319,43.5,44.35,42.3,42.8,1.3,2492
2011-11-04,8011,2642045,112798975,43.3,43.4,42.0,42.6,-0.2,1527
2011-11-07,8011,1763191,76910983,42.6,44.4,42.1,43.8,1.2,1091
2011-11-08,8011,1345420,58463877,44.0,44.3,43.05,43.35,-0.45,794
2011-11-09,8011,860060,37268655,43.95,43.95,43.15,43.15,-0.2,545
2011-11-10,8011,1978314,80372755,42.0,42.4,40.15,40.15,-3.0,1086
2011-11-11,8011,1384213,54276693,40.0,40.7,38.05,39.25,-0.9,824
2011-11-14,8011,1011100,40519209,39.5,40.6,39.5,40.1,0.85,551
