date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema
2023-03-24,6840,827000,75695100,92.5,92.9,90.2,90.3,22.3,606,,,,
2023-03-27,6840,507000,44155400,89.0,89.3,85.5,86.7,-3.6,421,,,,
2023-03-28,6840,182000,15821500,86.8,88.0,85.8,87.2,0.5,148,,,,
2023-03-29,6840,128000,11093300,87.7,87.7,86.2,86.5,-0.7,103,,,,
2023-03-30,6840,400000,35435300,86.8,91.6,86.4,91.3,4.8,331,88.4,,,
2023-03-31,6840,315000,28562300,90.9,92.9,89.5,89.5,-1.8,256,88.76666666666667,,,
2023-04-06,6840,161000,14311800,89.5,90.8,88.0,88.5,-1.0,129,88.67777777777778,,,
2023-04-07,6840,259000,23437700,88.8,92.5,88.6,90.3,1.8,209,89.21851851851852,,,
2023-04-10,6840,357000,32677100,91.0,92.6,90.5,90.9,0.6,297,89.77901234567902,,,
2023-04-11,6840,195000,17639100,90.5,91.5,89.9,89.9,-1.0,169,89.81934156378601,89.10999999999999,,
2023-04-12,6840,224000,19772900,89.1,89.1,87.6,88.1,-1.8,188,89.24622770919068,88.92636363636362,,
2023-04-13,6840,136000,11923400,87.9,88.5,87.3,87.8,-0.3,118,88.76415180612712,88.72157024793387,,
2023-04-14,6840,100000,8753100,87.8,88.4,87.1,87.2,-0.6,91,88.24276787075141,88.44492111194589,,
2023-04-17,6840,110000,9593000,87.3,87.7,87.0,87.3,0.1,84,87.92851191383427,88.23675363704663,,
2023-04-18,6840,288000,25495900,87.5,90.4,86.5,90.4,3.1,235,88.75234127588952,88.63007115758361,,
2023-04-19,6840,158000,14134900,89.0,90.1,88.6,89.8,-0.6,139,89.10156085059302,88.84278549256841,,
2023-04-20,6840,123000,10755900,89.1,89.3,86.5,86.8,-3.0,104,88.33437390039535,88.47136994846507,,
2023-04-21,6840,198000,16791800,86.4,87.1,83.1,83.7,-3.1,156,86.78958260026357,87.60384813965324,,
2023-04-24,6840,91000,7473500,83.2,83.5,81.6,83.5,-0.2,67,85.69305506684238,86.85769393244355,,
2023-04-25,6840,102000,8329300,83.8,83.8,80.8,81.3,-2.2,71,84.22870337789492,85.84720412654472,,
2023-04-26,6840,29000,2334200,80.7,81.0,80.3,81.0,-0.3,29,83.15246891859661,84.96589428535478,,
2023-04-27,6840,12000,969100,80.2,81.5,80.1,81.5,0.5,12,82.60164594573108,84.33573168801755,87.25,
2023-04-28,6840,44000,3612400,82.0,82.5,81.2,82.4,0.9,33,82.53443063048739,83.98378047201436,86.82826086956521,
2023-05-02,6840,63000,5164000,82.0,82.2,81.8,82.2,-0.2,39,82.42295375365826,83.65945674982993,86.4258034026465,
2023-05-03,6840,20000,1638800,82.0,82.4,81.7,82.4,0.2,20,82.41530250243885,83.43046461349722,86.0757335415468,
