date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2008-01-02,2450,116795,4707908,40.2,40.5,40.1,40.1,-0.1,78
2008-01-03,2450,69069,2711254,39.6,39.6,39.0,39.4,-0.7,45
2008-01-04,2450,131235,5112094,39.0,39.2,38.7,38.75,-0.65,52
2008-01-07,2450,98100,3677159,37.85,38.6,37.0,38.3,-0.45,58
2008-01-08,2450,114310,4305162,37.9,38.35,37.05,37.5,-0.8,54
2008-01-09,2450,130748,4875499,37.2,37.8,37.0,37.45,-0.05,85
2008-01-10,2450,40535,1535072,37.9,38.7,37.6,37.6,0.15,21
2008-01-11,2450,138108,5274882,38.3,38.8,37.7,38.05,0.45,63
2008-01-14,2450,81439,3102923,38.75,38.75,37.7,37.7,-0.35,51
2008-01-15,2450,701550,26490305,37.7,38.25,37.2,37.5,-0.2,224
2008-01-16,2450,855460,33837143,38.4,40.1,37.6,40.1,2.6,417
2008-01-17,2450,1353084,58002702,42.9,42.9,42.25,42.9,2.8,539
2008-01-18,2450,1330452,57505858,44.3,44.3,41.5,42.7,-0.2,565
2008-01-21,2450,698433,29099782,42.5,42.5,41.1,41.5,-1.2,259
2008-01-22,2450,696046,27302866,39.55,41.0,38.6,41.0,-0.5,289
2008-01-23,2450,357199,14279440,40.2,41.5,39.2,39.2,-1.8,181
2008-01-24,2450,445056,17637004,41.4,41.4,38.65,38.7,-0.5,178
2008-01-25,2450,257494,10200438,39.1,40.4,39.0,39.15,0.45,141
2008-01-28,2450,377029,15265827,40.9,41.0,39.5,40.0,0.85,231
2008-01-29,2450,154700,6145409,39.6,40.35,39.5,39.7,-0.3,95
2008-01-30,2450,107000,4243900,39.5,40.25,39.5,39.5,-0.2,75
2008-01-31,2450,181585,7009770,39.7,39.7,38.0,38.3,-1.2,116
2008-02-01,2450,179029,6961219,39.0,39.2,38.5,38.8,0.5,97
2008-02-12,2450,134000,5233600,38.8,39.5,38.55,39.5,0.7,84
2008-02-13,2450,374768,15446783,40.0,42.0,40.0,41.2,1.7,227
2008-02-14,2450,377119,15789337,42.3,42.6,41.2,41.8,0.6,197
2008-02-15,2450,548500,22368648,40.25,42.0,39.9,42.0,0.2,225
2008-02-18,2450,1137450,48534663,42.2,43.3,41.8,42.0,0.0,366
2008-02-19,2450,784235,32437548,42.45,42.45,40.65,42.0,0.0,286
2008-02-20,2450,174049,7228898,41.8,41.8,41.0,41.8,-0.2,70
2008-02-21,2450,389700,16398519,41.9,42.7,41.8,42.0,0.2,223
2008-02-22,2450,139725,5871512,42.0,42.6,41.4,42.0,0.0,73
2008-02-25,2450,565002,24288984,42.15,43.7,42.15,43.1,1.1,275
