date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-11-29,4442,2078000,64604000,32.95,33.0,28.05,30.65,8.65,1254,,,
2023-11-30,4442,626000,18059200,29.05,29.65,28.1,28.6,-2.05,384,,,
2023-12-01,4442,342000,9531550,29.0,29.0,27.5,27.55,-1.05,238,,,
2023-12-04,4442,341000,9060650,27.55,27.55,26.1,26.6,-0.95,224,,,
2023-12-05,4442,175000,4560700,26.35,26.35,25.9,26.0,-0.6,122,27.880000000000003,,
2023-12-06,4442,231000,5874150,25.2,26.25,25.15,25.7,-0.3,150,27.153333333333336,,
2023-12-07,4442,171000,4314000,25.6,25.65,25.0,25.1,-0.6,119,26.46888888888889,,
2023-12-08,4442,81000,2089300,25.15,26.6,25.15,25.45,0.35,66,26.12925925925926,,
2023-12-11,4442,52000,1319000,25.5,25.5,25.3,25.3,-0.15,28,25.85283950617284,,
2023-12-12,4442,66000,1698350,25.75,25.95,25.5,25.55,0.25,49,25.751893004115228,26.65,
2023-12-13,4442,51000,1287800,25.6,25.7,25.1,25.2,-0.35,42,25.56792866941015,26.386363636363637,
2023-12-14,4442,42000,1069550,25.25,25.7,25.2,25.3,0.1,41,25.478619112940102,26.18884297520661,
2023-12-15,4442,71000,1798750,25.3,25.55,25.2,25.2,-0.1,51,25.3857460752934,26.009053343350864,
2023-12-18,4442,56000,1406650,25.1,25.3,25.0,25.1,-0.1,31,25.290497383528933,25.84377091728707,
2023-12-19,4442,39000,976850,25.1,25.15,25.0,25.0,-0.1,26,25.19366492235262,25.690358023234875,
2023-12-20,4442,27000,671650,24.85,25.1,24.85,24.9,-0.1,20,25.095776614901748,25.546656564464897,
2023-12-21,4442,19000,471600,24.9,24.9,24.75,24.8,-0.1,14,24.997184409934498,25.41090082547128,
2023-12-22,4442,40000,980600,24.5,24.55,24.5,24.55,-0.25,26,24.848122939956333,25.25437340265832,
2023-12-25,4442,35000,851450,24.4,24.45,24.25,24.3,-0.25,27,24.66541529330422,25.080850965811354,
2023-12-26,4442,11000,268550,24.5,24.5,24.3,24.35,0.05,10,24.560276862202816,24.94796897202747,
2023-12-27,4442,20000,494300,24.6,24.9,24.5,24.8,0.45,19,24.64018457480188,24.921065522567933,
2023-12-28,4442,254000,6770700,24.8,27.25,24.8,26.45,1.65,169,25.243456383201252,25.199053609373763,25.747727272727275
2023-12-29,4442,101000,2552000,26.4,26.4,24.65,25.5,-0.95,76,25.328970922134168,25.25377113494217,25.72618577075099
2024-01-02,4442,42000,1078650,25.5,25.9,25.5,25.7,0.2,32,25.452647281422777,25.334903655861776,25.723908747207428
2024-01-03,4442,19000,480500,25.55,25.55,25.15,25.3,-0.4,15,25.40176485428185,25.32855753661418,25.687047117015478
2024-01-04,4442,13000,329550,25.3,25.5,25.3,25.3,0.0,11,25.367843236187902,25.323365257229785,25.653390845970655
2024-01-05,4442,18000,453400,25.15,25.3,25.15,25.2,-0.1,15,25.311895490791933,25.300935210460732,25.613965555016684
2024-01-08,4442,29000,730000,25.25,25.25,25.1,25.25,0.05,15,25.291263660527957,25.291674263104234,25.582316376319582
2024-01-09,4442,42000,1068350,25.3,26.0,25.25,25.5,0.25,29,25.36084244035197,25.329551669812556,25.575158430552662
