date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2008-01-02,3006,20524610,1301368457,62.0,65.1,61.5,62.4,0.4,9325
2008-01-03,3006,6988550,428941354,60.0,62.3,60.0,62.0,-0.4,3704
2008-01-04,3006,11661451,717586811,62.0,63.3,60.0,60.0,-2.0,5729
2008-01-07,3006,4999905,280129992,56.5,57.5,55.8,55.8,-4.2,2147
2008-01-08,3006,6775427,359870283,53.1,55.0,51.9,51.9,-3.9,3480
2008-01-09,3006,11131242,588493141,49.4,54.6,49.4,53.9,2.0,5421
2008-01-10,3006,8618071,470664008,54.8,56.3,52.1,52.1,-1.8,4358
2008-01-11,3006,7038855,377795069,54.0,54.4,52.7,53.3,1.2,3496
2008-01-14,3006,4857907,255717587,54.2,54.2,51.1,51.7,-1.6,2426
2008-01-15,3006,6592778,347935856,52.9,54.2,51.3,52.0,0.3,3451
2008-01-16,3006,7470251,390466600,50.0,53.9,50.0,52.2,0.2,4058
2008-01-17,3006,7061391,378452090,53.9,54.7,52.3,53.7,1.5,3592
2008-01-18,3006,10393980,574981651,53.0,57.4,52.6,57.4,3.7,4858
2008-01-21,3006,13719357,822983779,59.2,61.2,58.5,59.9,2.5,6599
2008-01-22,3006,4318550,241229090,55.8,56.6,55.8,55.8,-4.1,2005
2008-01-23,3006,9054375,487591458,56.3,57.0,51.9,51.9,-3.9,4448
2008-01-24,3006,8910628,462072318,53.5,54.0,49.0,50.7,-1.2,4443
2008-01-25,3006,5666938,305892837,51.8,54.2,51.8,54.2,3.5,1978
2008-01-28,3006,6758282,354928087,53.7,54.7,50.5,51.0,-3.2,3210
2008-01-29,3006,5336541,273835091,52.5,52.6,50.5,51.0,0.0,2930
2008-01-30,3006,4253181,218991747,51.0,52.5,50.2,51.1,0.1,2378
2008-01-31,3006,7333880,352764431,51.1,51.1,47.55,47.55,-3.55,3560
2008-02-01,3006,5497767,258339792,47.55,48.55,45.5,46.8,-0.75,2952
2008-02-12,3006,2539942,111615971,45.2,46.0,43.55,43.55,-3.25,1439
2008-02-13,3006,5768010,243363495,42.5,43.9,40.55,40.55,-3.0,3006
2008-02-14,3006,4652544,200012976,42.2,43.35,42.0,43.35,2.8,2071
2008-02-15,3006,8733881,387231983,42.1,45.5,42.1,44.9,1.55,4710
2008-02-18,3006,6461144,301116368,45.3,47.5,45.2,47.0,2.1,3556
2008-02-19,3006,7103621,333207701,48.0,48.0,45.5,47.6,0.6,3464
2008-02-20,3006,10539074,510877152,46.6,49.8,46.5,47.85,0.25,5110
2008-02-21,3006,9326120,465743750,49.0,50.6,48.8,50.0,2.15,4150
2008-02-22,3006,5253270,258952492,49.4,50.5,48.5,49.5,-0.5,2772
2008-02-25,3006,6323529,316751279,50.4,51.4,49.25,49.5,0.0,3232
2008-02-26,3006,6050067,303640554,50.1,51.1,49.2,49.4,-0.1,3042
2008-02-27,3006,8208802,419688802,50.1,51.8,50.1,51.0,1.6,4032
2008-02-29,3006,9336082,487014565,50.5,53.5,50.5,52.1,1.1,4230
2008-03-03,3006,4490290,221542100,50.1,50.8,48.5,49.15,-2.95,2225
2008-03-04,3006,4330214,216836750,49.1,50.6,49.1,50.0,0.85,2234
2008-03-05,3006,6098625,310961181,50.6,52.0,50.1,50.7,0.7,3070
2008-03-06,3006,11732316,616276009,51.5,53.9,51.1,53.9,3.2,5195
2008-03-07,3006,8857399,476225162,53.0,55.0,52.5,53.3,-0.6,4501
2008-03-10,3006,6421040,336876255,53.9,54.0,51.2,51.4,-1.9,3063
2008-03-11,3006,4044149,209316618,51.4,52.5,51.2,51.8,0.4,2038
2008-03-12,3006,11841573,640265579,54.4,55.0,53.0,54.6,2.8,5159
2008-03-13,3006,7472579,399498576,54.8,54.9,51.6,51.6,-3.0,3672
2008-03-14,3006,4836184,248582423,52.0,52.8,50.2,50.7,-0.9,2553
2008-03-17,3006,4655086,223103456,49.2,49.5,47.2,47.5,-3.2,2440
2008-03-18,3006,3742324,181007946,47.7,49.1,47.5,48.6,1.1,2014
2008-03-19,3006,3331720,164379540,49.3,49.9,48.6,48.6,0.0,1782
2008-03-20,3006,2147144,104767056,48.6,49.5,48.0,49.0,0.4,1228
2008-03-21,3006,4327342,217195831,49.8,50.7,49.6,50.0,1.0,2326
2008-03-24,3006,5435417,277409757,52.6,52.7,50.0,50.5,0.5,2575
2008-03-25,3006,13481136,717653244,51.4,54.0,51.0,54.0,3.5,6038
2008-03-26,3006,16813623,920690301,54.8,55.7,53.3,53.3,-0.7,7357
2008-03-27,3006,9768805,528667884,53.3,54.8,53.0,53.9,0.6,4669
2008-03-28,3006,12378544,701029129,54.8,57.6,54.1,57.6,3.7,4758
2008-03-31,3006,20206114,1194345658,59.3,60.0,58.3,58.5,0.9,8686
2008-04-01,3006,14139824,834864753,59.3,60.0,57.9,58.2,-0.3,6210
2008-04-02,3006,16440093,979244587,59.5,60.3,58.5,58.9,0.7,7002
2008-04-03,3006,10659902,643462495,59.0,61.7,58.6,60.2,1.3,4967
2008-04-07,3006,6177375,368350000,60.5,61.0,59.0,60.0,-0.2,3026
2008-04-08,3006,6064843,350626180,59.9,59.9,56.5,56.6,-3.4,3227
2008-04-09,3006,3843545,219177976,56.6,57.9,55.8,57.4,0.8,2134
2008-04-10,3006,4865492,286279320,57.7,60.0,57.4,60.0,2.6,2421
2008-04-11,3006,9874914,592148439,60.1,61.2,58.5,58.8,-1.2,4412
2008-04-14,3006,4756844,272803757,58.0,58.4,56.5,57.3,-1.5,2435
2008-04-15,3006,8177358,485661022,57.3,60.6,57.3,59.0,1.7,4022
2008-04-16,3006,7825203,452510828,58.5,58.9,57.0,57.6,-1.4,3688
2008-04-17,3006,5842223,339465111,59.0,59.3,57.0,57.0,-0.6,2956
2008-04-18,3006,3767350,216117023,57.0,58.0,56.8,57.5,0.5,1953
2008-04-21,3006,8346837,494654612,58.5,60.0,58.0,59.4,1.9,4113
2008-04-22,3006,16483315,1005302712,59.9,62.3,59.5,60.7,1.3,7536
2008-04-23,3006,18431609,1155793512,61.0,64.8,60.5,62.1,1.4,8409
2008-04-24,3006,6689862,413274082,62.3,63.2,61.0,61.0,-1.1,3210
2008-04-25,3006,7581604,469604662,61.5,62.8,61.0,61.7,0.7,3700
2008-04-28,3006,5082646,307286160,62.5,62.7,59.5,60.0,-1.7,2542
2008-04-29,3006,4988386,304551551,60.1,62.0,60.0,60.5,0.5,2592
2008-04-30,3006,5771125,347883035,60.5,61.4,59.3,59.5,-1.0,2719
2008-05-02,3006,6013267,360387650,60.6,60.8,59.0,60.5,1.0,3104
2008-05-05,3006,7382042,450680639,61.0,61.8,60.2,60.6,0.1,3665
2008-05-06,3006,20815414,1315539620,60.6,64.8,60.6,64.8,4.2,8810
2008-05-07,3006,24501868,1622779381,66.0,68.3,62.6,63.5,-1.3,10098
2008-05-08,3006,10188865,652951596,63.1,65.9,62.4,65.9,2.4,4669
2008-05-09,3006,8734995,559465584,65.9,65.9,62.2,62.2,-3.7,4154
2008-05-12,3006,5016764,306808654,62.2,62.5,60.2,61.2,-1.0,2635
2008-05-13,3006,5570347,348404214,61.5,63.5,61.5,62.0,0.8,2731
2008-05-14,3006,4657903,290562203,62.2,63.3,61.6,61.8,-0.2,2364
2008-05-15,3006,6733460,412924332,62.0,62.5,60.6,61.6,-0.2,3111
2008-05-16,3006,7027134,438729173,62.0,63.2,61.8,61.8,0.2,3376
2008-05-19,3006,4067835,250018393,61.9,62.4,61.1,61.2,-0.6,2021
2008-05-20,3006,5206755,319999576,61.2,62.3,60.5,60.5,-0.7,2782
2008-05-21,3006,4775297,291944573,60.5,61.9,60.5,61.2,0.7,2606
2008-05-22,3006,4606880,278841262,60.3,61.8,59.5,59.7,-1.5,2503
2008-05-23,3006,7530769,437639584,60.0,60.6,56.3,56.3,-3.4,3981
2008-05-26,3006,3912256,210582668,56.3,56.3,53.0,53.0,-3.3,2215
2008-05-27,3006,3284730,175846220,54.0,54.3,52.7,54.0,1.0,1888
2008-05-28,3006,3041665,162811180,54.3,54.5,52.0,52.0,-2.0,1621
2008-05-29,3006,2598673,137412868,52.9,53.6,52.2,53.3,1.3,1463
2008-05-30,3006,3200974,166888436,54.0,54.0,50.6,52.3,-1.0,1694
2008-06-02,3006,1946183,101948760,52.6,53.0,51.6,52.8,0.5,1174
2008-06-03,3006,1796914,94747183,52.5,53.3,52.2,52.5,-0.3,1043
2008-06-04,3006,2482960,131754772,52.6,53.5,52.3,53.2,0.7,1247
2008-06-05,3006,2892226,154875833,53.4,54.0,52.9,53.7,0.5,1420
2008-06-06,3006,2421064,130036181,54.4,54.4,52.8,52.9,-0.8,1395
2008-06-09,3006,1395470,70770022,50.1,51.2,50.0,51.0,-1.9,867
2008-06-10,3006,2320316,116914078,51.0,51.8,49.0,49.3,-1.7,1396
2008-06-11,3006,3107521,148890308,49.3,49.95,47.0,47.2,-2.1,1769
2008-06-12,3006,3305722,147051392,45.6,46.5,43.9,43.9,-3.3,1758
2008-06-13,3006,6487604,272173222,44.0,44.75,40.85,42.05,-1.85,3451
2008-06-16,3006,5459316,226096370,42.8,42.9,40.3,40.9,-1.15,3067
2008-06-17,3006,4229675,175405146,41.0,42.1,40.8,42.1,1.2,2215
2008-06-18,3006,4216771,180661174,42.1,43.8,41.65,43.5,1.4,2234
2008-06-19,3006,1764805,75262470,42.05,43.15,42.0,42.6,-0.9,987
2008-06-20,3006,3477461,149415835,42.9,43.8,42.0,42.6,0.0,1857
2008-06-23,3006,1721776,71090930,41.6,41.95,40.8,41.1,-1.5,866
2008-06-24,3006,4230651,168084170,41.4,41.9,38.25,38.25,-2.85,2046
2008-06-25,3006,4910315,184733919,38.25,38.8,36.1,38.8,0.55,2504
2008-06-26,3006,6243840,256272220,39.4,41.5,39.0,40.65,1.85,2556
2008-06-27,3006,4983224,189469312,37.85,38.85,37.85,38.0,-2.65,2374
2008-06-30,3006,4323453,164097826,39.0,39.2,36.05,36.6,-1.4,2254
2008-07-01,3006,5916725,219973147,36.6,38.1,36.4,37.1,0.5,2956
2008-07-02,3006,7123542,278346439,37.55,39.65,37.5,39.65,2.55,3201
2008-07-03,3006,8241800,337015970,38.9,42.4,38.6,42.4,2.75,3946
2008-07-04,3006,8969085,384083216,42.8,43.8,41.0,41.4,-1.0,4018
2008-07-07,3006,7179578,302948677,41.4,43.9,40.1,43.3,1.9,3497
2008-07-08,3006,4705489,196120954,42.8,43.2,40.3,40.3,-3.0,2419
2008-07-09,3006,6506401,274123793,42.3,43.0,40.7,41.5,1.2,3330
