date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema
2023-07-13,6902,24301,5747185,236.5,236.5,236.5,236.5,0.0,20,,,,
2023-07-14,6902,34677,9016020,260.0,260.0,260.0,260.0,23.5,40,,,,
2023-07-17,6902,293215,83859490,286.0,286.0,286.0,286.0,26.0,79,,,,
2023-07-18,6902,493132,132414885,275.0,282.5,257.5,267.0,-19.0,393,,,,
2023-07-19,6902,69500,17972749,265.0,265.0,253.0,258.5,-8.5,67,261.6,,,
2023-07-20,6902,38150,9758824,260.5,261.0,250.0,250.0,-8.5,35,257.73333333333335,,,
2023-07-21,6902,119143,27149675,240.0,240.0,225.0,225.0,-25.0,104,246.82222222222222,,,
2023-07-24,6902,62531,14271240,220.0,239.0,220.0,234.0,9.0,45,242.54814814814816,,,
2023-07-25,6902,27542,6377095,234.0,236.0,229.0,229.0,-5.0,23,238.0320987654321,,,
2023-07-26,6902,11116,2536462,232.0,232.0,225.0,225.0,-4.0,13,233.6880658436214,247.1,,
2023-07-27,6902,8200,1843100,224.5,228.0,224.0,224.0,-1.0,11,230.45871056241427,242.9,,
2023-07-28,6902,14027,3050481,225.0,225.0,215.0,222.0,-2.0,16,227.63914037494285,239.1,,
2023-07-31,6902,10602,2345226,222.0,223.0,220.0,220.0,-2.0,10,225.0927602499619,235.62727272727273,,
2023-08-01,6902,2201,484813,221.0,221.0,221.0,221.0,1.0,3,223.72850683330793,232.96776859504132,,
2023-08-02,6902,31718,6522600,216.0,216.0,200.0,200.0,-21.0,36,215.8190045555386,226.97362885048835,,
2023-08-04,6902,59846,11141703,196.0,196.0,180.0,182.0,-18.0,53,204.54600303702574,218.79660542312683,,
2023-08-07,6902,4221,767669,182.0,182.0,182.0,182.0,0.0,8,197.03066869135048,212.10631352801286,,
2023-08-08,6902,7100,1276049,180.0,182.0,178.0,180.0,-2.0,9,191.35377912756698,206.26880197746507,,
2023-08-09,6902,53009,8739967,175.0,175.0,162.0,162.0,-18.0,51,181.56918608504466,198.21992889065325,,
2023-08-10,6902,51026,8637920,162.0,172.5,162.0,172.0,10.0,48,178.37945739002978,193.45266909235266,,
2023-08-11,6902,39000,6690000,172.0,172.5,170.5,170.5,-1.5,34,175.75297159335318,189.27945653010673,,
2023-08-14,6902,30000,4979500,170.5,172.5,161.5,164.0,-6.5,24,171.8353143955688,184.68319170645097,216.8409090909091,
2023-08-15,6902,27000,4382500,164.0,164.0,160.0,163.0,-1.0,20,168.89020959704587,180.74079321436898,212.1590909090909,
2023-08-16,6902,13010,2107105,163.0,163.0,160.5,161.5,-1.5,13,166.42680639803058,177.2424671753928,207.75395256916997,
2023-08-17,6902,24010,3966130,161.5,171.5,160.5,171.5,10.0,22,168.1178709320204,176.1983822344123,204.60143495445953,
2023-08-18,6902,23117,4007182,171.5,175.0,171.5,172.0,0.5,26,169.41191395468027,175.4350400099737,201.76652756711522,
2023-08-21,6902,11070,1935890,170.0,177.0,170.0,177.0,5.0,14,171.94127596978686,175.71957818997848,199.6129164743226,
2023-08-22,6902,6042,1062934,176.0,177.0,175.0,177.0,0.0,8,173.62751731319125,175.95238215543694,197.646575911338,
2023-08-23,6902,6000,1053500,175.5,176.5,175.0,175.0,-2.0,5,174.0850115421275,175.7792217635393,195.67730844078687,
2023-08-24,6902,5020,864960,175.0,175.0,169.0,169.0,-6.0,6,172.39000769475166,174.54663598835035,193.3575424894141,
2023-08-25,6902,2050,343374,167.5,167.5,167.5,167.5,-1.5,4,170.76000512983444,173.26542944501392,191.10906053381288,
2023-08-28,6902,2050,343950,167.0,168.5,167.0,168.5,1.0,3,170.00667008655628,172.39898772773867,189.14305527000306,
2023-08-29,6902,6000,1023000,170.0,171.0,170.0,171.0,2.5,6,170.33778005770418,172.14462632269527,187.5653982900028,
2023-08-30,6902,3000,508500,170.5,170.5,169.0,169.0,-2.0,3,169.8918533718028,171.57287608220523,185.95101583000255,
2023-08-31,6902,3000,508500,170.5,170.5,169.0,169.0,-2.0,3,169.5945689145352,171.10508043089519,184.4770144534806,
2023-09-01,6902,17040,2893840,169.5,170.5,169.0,170.0,0.0,18,169.72971260969013,170.90415671618698,183.2181436314388,
2023-09-04,6902,4100,693400,168.5,170.0,168.5,169.0,-1.0,8,169.48647507312674,170.55794640415297,181.98178331566152,
2023-09-05,6902,16000,2688000,168.0,169.5,166.0,166.0,-3.0,15,168.32431671541784,169.72922887612515,180.59206302734313,
2023-09-06,6902,16000,2688000,168.0,169.5,166.0,166.0,-3.0,15,167.54954447694521,169.0511872622842,179.3231879814872,
2023-09-07,6902,15012,2522040,167.0,170.0,167.0,170.0,0.0,8,168.36636298463014,169.2236986691416,178.512475983097,
2023-09-08,6902,15012,2522040,167.0,170.0,167.0,170.0,0.0,8,168.9109086564201,169.36484436566133,177.772260680219,
2023-09-11,6902,3050,512000,167.5,168.0,167.5,168.0,0.0,3,168.6072724376134,169.116690844632,176.9224988819391,
2023-09-12,6902,3050,512000,167.5,168.0,167.5,168.0,0.0,3,168.40484829174227,168.913656145608,176.1466294139444,
2023-09-13,6902,2000,336500,168.0,168.5,168.0,168.5,0.0,2,168.43656552782818,168.83844593731564,175.48170511707966,
2023-09-14,6902,2000,340000,170.0,170.0,170.0,170.0,1.5,2,168.95771035188545,169.04963758507643,175.00503510689882,
2023-09-15,6902,2000,340000,170.0,170.0,170.0,170.0,1.5,2,169.3051402345903,169.22243075142617,174.56981466282065,
2023-09-18,6902,2000,337500,169.5,169.5,168.0,168.0,0.0,2,168.87009348972688,169.00017061480324,173.99852643127102,
2023-09-19,6902,1000,167500,167.5,167.5,167.5,167.5,-0.5,1,168.41339565981792,168.72741232120265,173.43343717637788,
2023-09-20,6902,1000,167000,167.0,167.0,167.0,167.0,-0.5,1,167.94226377321195,168.41333735371126,172.87400785669286,
2023-09-21,6902,2000,331000,166.0,166.0,165.0,165.0,-2.0,2,166.9615091821413,167.7927305621274,172.18931152132825,
2023-09-22,6902,2000,331000,166.0,166.0,165.0,165.0,-2.0,2,166.3076727880942,167.28496136901333,171.56415399773448,
2023-09-25,6902,9000,1460500,163.0,163.0,162.0,162.0,0.0,8,164.87178185872946,166.32405930192,170.7324884327141,
2023-09-26,6902,5000,817000,164.0,164.0,162.0,162.0,0.0,5,163.91452123915298,165.5378667015709,169.9731416124781,
2023-09-27,6902,5000,817000,164.0,164.0,162.0,162.0,0.0,5,163.27634749276865,164.8946182103762,169.27982495052348,
2023-09-28,6902,7143,1149095,161.0,162.0,160.0,160.5,0.0,8,162.35089832851244,164.09559671758052,168.51636191134753,
2023-10-02,6902,1139,180435,157.5,157.5,157.5,157.5,-3.0,3,160.7339322190083,162.89639731438407,167.5584173973173,
2023-10-03,6902,7000,1080000,154.0,157.0,153.0,153.0,-4.5,7,158.1559548126722,161.09705234813242,166.29246805842016,
2023-10-04,6902,7000,1080000,154.0,157.0,153.0,153.0,-4.5,7,156.43730320844813,159.62486101210834,165.13660127073143,
2023-10-05,6902,1010,154575,153.0,153.0,153.0,153.0,0.0,2,155.29153547229876,158.42034082808865,164.08124463849393,
2023-10-06,6902,1010,154575,153.0,153.0,153.0,153.0,0.0,2,154.52769031486585,157.43482431389072,163.11765814819012,
2023-10-11,6902,4032,608460,151.5,151.5,150.0,150.0,0.0,5,153.01846020991056,156.0830380750015,161.97699222226055,
2023-10-12,6902,4132,620800,150.0,152.0,149.0,150.0,0.0,6,152.01230680660703,154.97703115227395,160.93551463771615,
2023-10-13,6902,10000,1493000,148.0,153.5,146.0,149.5,-0.5,8,151.1748712044047,153.98120730640596,159.94112206052344,
2023-10-16,6902,5212,770120,149.0,149.0,148.0,148.0,-1.5,16,150.11658080293645,152.8937150688776,158.9027636204779,
2023-10-17,6902,3000,444000,148.0,148.0,148.0,148.0,0.0,3,149.4110538686243,152.00394869271804,157.95469721869722,
2023-10-18,6902,4000,595000,148.0,150.0,148.0,150.0,2.0,4,149.60736924574954,151.63959438495112,157.26298441707138,181.53030303030303
2023-10-19,6902,3000,450000,150.0,150.0,150.0,150.0,0.0,1,149.73824616383303,151.34148631496,156.63142055471735,180.5890999547716
2023-10-20,6902,5000,742000,150.0,150.0,148.0,148.0,-2.0,4,149.15883077588867,150.73394334860365,155.8808622456115,179.61629100089783
2023-10-23,6902,4000,590500,149.0,149.0,147.0,147.0,-1.0,4,148.43922051725912,150.05504455794843,155.10861335468877,178.64267037400535
2023-10-24,6902,1000,145000,145.0,145.0,145.0,145.0,-2.0,1,147.29281367817273,149.13594554741235,154.2296034977593,177.63841155687086
2023-10-25,6902,4000,584000,146.0,147.0,145.0,145.0,0.0,4,146.52854245211515,148.38395544788284,153.42702928056286,176.66413061487472
2023-10-26,6902,2000,282000,141.0,141.0,141.0,141.0,-4.0,2,144.68569496807677,147.0414180937223,152.3464180387748,175.59952970099786
2023-10-27,6902,2000,284000,142.0,142.0,142.0,142.0,1.0,2,143.79046331205117,146.12479662213644,151.44672951366394,174.59655866514717
