date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema,264ema
2017-09-27,2243,2070000,71920950,34.0,35.95,33.8,35.15,0.0,1126,,,,,
2017-09-28,2243,2621300,101068189,35.2,43.3,35.2,42.5,7.35,1437,,,,,
2017-09-29,2243,2313198,108058400,44.0,50.0,43.0,48.8,6.3,1504,,,,,
2017-09-30,2243,1553400,73983209,50.0,50.0,45.8,48.8,0.0,987,,,,,
2017-10-02,2243,1263004,62038498,48.0,49.9,47.05,49.45,0.65,692,44.94,,,,
2017-10-03,2243,1439025,75871657,49.7,54.3,49.7,54.3,4.85,794,48.059999999999995,,,,
2017-10-05,2243,1827074,105821517,55.4,59.7,55.4,59.7,5.4,990,51.94,,,,
2017-10-06,2243,1147000,72962600,61.2,65.6,61.2,65.6,5.9,742,56.49333333333333,,,,
2017-10-11,2243,1818505,118564910,71.0,71.0,61.2,62.0,-3.6,1285,58.32888888888889,,,,
2017-10-12,2243,1513128,89154748,59.7,65.0,56.5,65.0,3.0,1104,60.552592592592596,53.129999999999995,,,
2017-10-13,2243,922034,57524688,61.2,64.5,61.0,62.0,-3.0,802,61.035061728395064,54.74272727272727,,,
2017-10-16,2243,609470,36651400,62.5,62.5,59.0,59.5,-2.5,466,60.52337448559671,55.60768595041322,,,
2017-10-17,2243,530501,30727605,59.7,60.0,56.6,56.6,-2.9,429,59.215582990397806,55.788106686701724,,,
2017-10-18,2243,635133,36465727,56.0,58.5,55.8,58.0,1.4,435,58.810388660265204,56.19026910730141,,,
2017-10-19,2243,419780,23977914,58.2,58.5,56.6,56.6,-1.4,330,58.0735924401768,56.26476563324661,,,
2017-10-20,2243,579240,31211420,56.0,56.0,52.5,52.5,-4.1,437,56.2157282934512,55.580262790838134,,,
2017-10-23,2243,455720,24507064,53.1,55.3,52.5,53.9,1.4,340,55.4438188623008,55.2747604652312,,,
2017-10-24,2243,435600,22721479,54.2,54.2,51.5,52.0,-1.9,336,54.29587924153387,54.679349471552804,,,
2017-10-25,2243,456030,22859068,52.0,52.0,49.2,49.7,-2.3,342,52.76391949435591,53.77401320399775,,,
2017-10-26,2243,583000,29143600,49.0,52.4,47.5,51.5,1.8,445,52.34261299623727,53.36055625781634,,,
2017-10-27,2243,602000,30549800,50.8,53.4,48.9,49.55,-1.95,460,51.41174199749151,52.66772784730428,,,
2017-10-30,2243,682370,34609392,49.9,52.9,48.0,51.6,2.05,529,51.47449466499434,52.47359551143077,53.85227272727272,,
2017-10-31,2243,984550,53671385,51.6,56.7,50.2,56.7,5.1,684,53.216329776662896,53.242032691170635,54.09990118577075,,
2017-11-01,2243,733690,45708887,62.3,62.3,62.3,62.3,5.6,450,56.244219851108596,54.888935838230516,54.81295325657329,,
2017-11-02,2243,1727120,103448760,60.0,62.3,58.0,58.3,-4.0,1235,56.92947990073906,55.509129322188606,55.11617471252344,,
2017-11-03,2243,1117000,62245200,56.3,58.3,54.0,58.3,0.0,837,57.38631993382604,56.01656035451795,55.393029085347486,,
2017-11-06,2243,1352275,81057480,58.1,62.3,56.4,59.2,0.9,970,57.990879955884026,56.595367562787416,55.724070034447706,,
2017-11-07,2243,1965000,125241800,59.2,65.1,59.1,65.1,5.9,1119,60.36058663725601,58.14166436955334,56.53936829232182,,
2017-11-08,2243,2788975,187771569,66.2,71.6,61.2,61.2,-3.9,2007,60.64039109150401,58.697725393270915,56.94464061472862,,
2017-11-09,2243,1506254,91233940,59.2,65.0,58.3,59.4,-1.8,1190,60.226927394336,58.82541168540347,57.15815012649135,,
2017-11-10,2243,808000,47975300,59.0,61.2,57.3,59.1,-0.3,638,59.85128492955734,58.87533683351193,57.327006637231236,,
2017-11-13,2243,497500,29514049,60.0,61.2,58.1,58.7,-0.4,403,59.46752328637156,58.84345740923703,57.44639736442852,,
2017-11-14,2243,931300,51965850,58.7,59.1,54.0,55.2,-3.5,732,58.04501552424771,58.181010607557575,57.25105846317387,,
2017-11-15,2243,455600,23996678,54.6,54.6,51.5,52.2,-3.0,377,56.09667701616514,57.093554133456195,56.81183598811527,,
2017-11-16,2243,371200,19432139,50.2,54.0,50.2,52.5,0.3,314,54.897784677443425,56.2583624728278,56.43689372827916,,
2017-11-17,2243,216200,11429579,52.7,54.0,52.0,52.1,-0.4,198,53.965189784962284,55.50229656867729,56.05977253451575,,
2017-11-20,2243,378000,19089900,52.6,52.6,49.1,50.0,-2.1,255,52.64345985664152,54.50187901073596,55.53283579238395,,
2017-11-21,2243,300704,15642877,50.3,52.9,50.3,52.1,2.1,266,52.462306571094345,54.0651737360567,55.23432833217665,,
2017-11-22,2243,262600,13607278,52.6,52.9,51.1,51.1,-1.0,194,52.008204380729566,53.52605123859185,54.87482152068303,,
2017-11-23,2243,294630,15229890,51.1,53.5,50.2,53.4,2.3,238,52.47213625381971,53.50313283157515,54.746576171058415,,
2017-11-24,2243,139101,7299292,53.4,53.4,52.1,52.4,-1.0,114,52.44809083587981,53.30256322583421,54.54252606922725,,
2017-11-27,2243,142196,7333952,52.8,52.8,51.1,51.3,-1.1,100,52.06539389058654,52.938460821137085,54.26056728059879,,
2017-11-28,2243,152000,7836700,52.1,52.2,51.0,52.0,0.7,119,52.043595927057694,52.76783158093034,54.06399621272064,,
2017-11-29,2243,167000,8572200,52.6,52.6,51.0,51.2,-0.8,112,51.76239728470513,52.48277129348846,53.81495306378841,,
2017-11-30,2243,236200,11847320,51.2,51.2,49.7,50.0,-1.2,170,51.174931523136756,52.03135833103602,53.48321801476333,,
2017-12-01,2243,159000,7885200,50.0,50.3,49.1,49.35,-0.65,106,50.5666210154245,51.54383863448401,53.12380775261,,
2017-12-04,2243,124300,6049909,49.0,49.2,48.5,48.5,-0.85,91,49.877747343616335,50.99041342821419,52.721737513252606,,
2017-12-05,2243,210301,9694154,47.5,47.5,45.2,45.2,-3.3,152,48.318498229077555,49.9376109867207,52.06767338166542,,
2017-12-06,2243,217000,9460450,45.2,45.2,42.2,42.3,-2.9,146,46.31233215271837,48.54895444368057,51.21831047891191,,
2017-12-07,2243,188000,8464950,42.9,46.5,42.8,46.5,4.2,163,46.374888101812246,48.176417272102285,50.80802261118044,,
2017-12-08,2243,159000,7119650,45.6,46.5,43.0,45.0,-1.5,134,45.91659206787483,47.59888685899278,50.30297716672997,,
2017-12-11,2243,95330,4222851,45.0,45.0,43.85,44.0,-1.0,75,45.27772804524989,46.944543793721365,49.75489219570997,,
2017-12-12,2243,70101,3029622,44.0,44.0,42.8,42.8,-1.2,55,44.45181869683326,46.190990376681114,49.15011896130041,,
2017-12-13,2243,80000,3545850,42.8,45.75,42.7,43.7,0.9,76,44.2012124645555,45.73808303546637,48.67619557336124,,
2017-12-14,2243,71002,3133887,43.7,45.0,43.7,43.8,0.1,64,44.067474976370335,45.38570430174521,48.252178566982,,
2017-12-15,2243,23010,987523,42.4,44.0,42.4,42.8,-1.0,25,43.64498331758022,44.915576246882445,47.77807608289661,,
2017-12-18,2243,30002,1293435,42.8,43.7,42.8,42.8,0.0,28,43.363322211720146,44.530926020176544,47.34519990177517,,
2017-12-19,2243,55005,2349961,43.5,43.5,42.2,42.5,-0.3,43,43.07554814114676,44.161666743780806,46.923878171186026,,
2017-12-20,2243,34100,1453289,42.3,43.0,42.3,42.8,0.3,29,42.983698760764504,43.9140909721843,46.565280069343764,,
2017-12-21,2243,338681,15650591,42.95,47.05,42.95,47.05,4.25,237,44.33913250717634,44.48425624996897,46.607429628531264,,
2017-12-22,2243,343295,16863628,47.55,50.7,47.55,49.7,2.65,282,46.12608833811756,45.43257329542916,46.876348791267674,,
2017-12-25,2243,155100,7316889,48.6,48.6,46.2,47.35,-2.35,146,46.53405889207838,45.78119633262386,46.91753585289657,,
