date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema
2022-12-14,6874,1385000,72123300,52.3,53.7,50.6,51.7,6.8,987,,,,
2022-12-15,6874,633000,31479750,49.7,50.7,49.25,49.55,-2.15,457,,,,
2022-12-16,6874,377000,19096550,49.85,51.9,49.55,50.8,1.25,298,,,,
2022-12-19,6874,246000,12206200,51.5,51.5,48.5,48.7,-2.1,187,,,,
2022-12-20,6874,279000,13258050,48.9,48.95,46.6,46.6,-2.1,202,49.47,,,
2022-12-21,6874,107000,4976350,47.0,47.45,45.65,46.5,-0.1,92,48.48,,,
2022-12-22,6874,130000,6098400,46.55,47.95,46.3,46.65,0.15,99,47.87,,,
2022-12-23,6874,178000,8383150,46.5,47.9,46.05,46.75,0.1,102,47.49666666666666,,,
2022-12-26,6874,39000,1828400,47.4,47.4,46.7,46.8,0.05,34,47.26444444444444,,,
2022-12-27,6874,49000,2296750,46.8,47.5,46.65,46.65,-0.15,40,47.059629629629626,48.07,,
2022-12-28,6874,65000,3045200,46.9,47.0,46.65,46.9,0.25,53,47.00641975308642,47.85727272727273,,
2022-12-29,6874,18000,839050,47.1,47.1,46.2,46.85,-0.05,17,46.95427983539095,47.67413223140496,,
2022-12-30,6874,54000,2513150,47.4,47.45,46.1,46.4,-0.45,49,46.76951989026063,47.442471825694966,,
2023-01-03,6874,41000,1891350,46.4,46.65,45.6,46.25,-0.15,35,46.596346593507086,47.2256587664777,,
2023-01-04,6874,314000,15422650,46.25,50.8,46.25,49.0,2.75,181,47.39756439567139,47.54826626348176,,
2023-01-05,6874,116000,5559400,48.0,48.95,47.6,47.75,-1.25,87,47.51504293044759,47.584945124666895,,
2023-01-06,6874,32000,1530600,47.8,49.0,47.2,47.5,-0.25,27,47.51002862029839,47.56950055654564,,
2023-01-09,6874,56000,2684150,47.8,48.35,47.2,48.0,0.5,44,47.673352413532264,47.64777318262825,,
2023-01-10,6874,29000,1380500,48.3,48.3,47.35,47.35,-0.65,21,47.56556827568818,47.593632603968565,,
2023-01-11,6874,35000,1641450,47.75,47.75,46.5,46.8,-0.55,30,47.31037885045878,47.44933576688337,,
2023-01-12,6874,44000,2040000,46.5,46.9,46.05,46.6,-0.2,35,47.07358590030586,47.29491108199549,,
2023-01-13,6874,25000,1175050,47.2,47.4,46.5,46.5,-0.1,21,46.882390600203905,47.150381794359944,47.57272727272727,
2023-01-16,6874,141000,6783950,47.6,48.95,47.2,48.25,1.75,103,47.33826040013594,47.35031237720359,47.63162055335968,
2023-01-17,6874,748000,38708250,49.8,53.0,48.25,53.0,4.75,434,49.22550693342396,48.37752830862112,48.098436157415364,
2023-01-30,6874,483000,25744600,53.0,56.9,50.7,56.7,3.7,307,51.71700462228264,49.89070497978092,48.84639823068359,
2023-01-31,6874,413000,22840200,58.6,58.6,54.1,56.1,-0.6,286,53.17800308152176,51.01966771072984,49.47714621062415,
2023-02-01,6874,171000,9511000,56.5,56.5,55.0,56.0,-0.1,126,54.11866872101451,51.925182672415325,50.04435088796118,
2023-02-02,6874,156000,8744000,55.6,57.0,55.3,55.9,-0.1,100,54.71244581400967,52.647876731976176,50.55353776726891,
2023-02-03,6874,150000,8212400,55.7,56.3,53.0,53.9,-2.0,118,54.44163054267311,52.87553550798051,50.84453448315857,
2023-02-06,6874,88000,4741900,53.9,55.0,53.0,55.0,1.1,69,54.62775369511541,53.26180177925678,51.205879310709996,
2023-02-07,6874,58000,3196600,55.5,55.6,54.6,55.4,0.4,39,54.88516913007694,53.65056509211918,51.57058545760478,
2023-02-08,6874,84000,4570200,55.4,55.4,54.0,54.3,-1.1,66,54.690112753384625,53.76864416627933,51.807925852595666,
2023-02-09,6874,56000,3003800,54.0,54.4,53.3,53.6,-0.7,47,54.32674183558975,53.73798159059218,51.963758387152566,
2023-02-10,6874,69000,3730800,54.4,54.8,53.6,54.4,0.8,59,54.3511612237265,53.858348574120875,52.175605483921906,
2023-02-13,6874,201000,12019800,59.8,59.8,59.8,59.8,5.4,113,56.16744081581766,54.93864883337162,52.83859631140696,
2023-02-14,6874,906000,58760500,62.0,65.7,62.0,65.7,5.9,274,59.34496054387844,56.895258136394965,53.95697924084983,
2023-02-15,6874,1517000,106885900,70.0,72.2,67.2,72.2,6.5,994,63.62997369591896,59.677938475232246,55.54332887208028,
2023-02-16,6874,1038000,74277500,70.0,75.0,68.6,75.0,2.8,821,67.41998246394597,62.46376784337184,57.23521331798634,
2023-02-17,6874,920000,71600300,73.9,82.5,72.2,82.5,7.5,684,72.44665497596398,66.10671914457696,59.432151290335355,
2023-02-20,6874,1209000,106721500,86.5,90.7,83.5,90.7,8.2,888,78.53110331730932,70.57822475465387,62.15109465639315,
2023-02-21,6874,904000,87444700,95.3,99.7,91.7,99.7,9.0,685,85.58740221153954,75.87309298108045,65.41621686018505,
2023-02-22,6874,985000,106343500,109.0,109.5,103.5,109.5,9.8,765,93.55826814102636,81.98707607542946,69.24958930712548,
2023-02-23,6874,684000,77607500,106.5,120.0,106.5,119.0,9.5,591,102.0388454273509,88.71669860716956,73.57571197607109,
2023-02-24,6874,158000,17355000,114.0,115.0,107.5,107.5,-11.5,145,103.8592302849006,92.13184431495691,76.5256500651084,
