date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema
2023-09-14,6870,653000,98276500,148.0,157.0,143.5,148.5,20.5,548,,,,
2023-09-15,6870,386000,55699000,149.0,149.5,139.0,141.0,-7.5,346,,,,
2023-09-18,6870,268000,39164000,144.0,149.5,140.0,148.0,7.0,215,,,,
2023-09-19,6870,144000,20917500,145.0,147.0,143.0,147.0,-1.0,119,,,,
2023-09-20,6870,149000,21757500,148.0,148.0,143.5,148.0,1.0,111,146.5,,,
2023-09-21,6870,70000,10109000,148.0,148.0,143.0,144.0,-4.0,67,145.66666666666666,,,
2023-09-22,6870,94000,13703500,146.0,147.0,144.0,146.0,2.0,77,145.77777777777777,,,
2023-09-25,6870,154000,22725500,146.5,149.0,145.0,148.5,2.5,133,146.6851851851852,,,
2023-09-26,6870,76000,11209500,148.5,149.0,146.5,146.5,-2.0,61,146.62345679012347,,,
2023-09-27,6870,43000,6277500,146.0,148.0,144.0,147.0,0.5,35,146.74897119341566,146.45,,
2023-09-28,6870,61000,8859000,145.5,146.0,144.5,145.5,-1.5,55,146.3326474622771,146.27727272727273,,
2023-10-02,6870,62000,9078500,145.5,148.0,145.0,145.5,0.0,55,146.05509830818474,146.13595041322316,,
2023-10-03,6870,93000,13474000,148.0,148.0,143.0,145.5,0.0,79,145.87006553878982,146.0203230653644,,
2023-10-04,6870,74000,10422000,144.0,144.0,139.5,143.0,-2.5,62,144.9133770258599,145.47117341711635,,
2023-10-05,6870,66000,9421000,142.5,145.0,140.0,144.0,1.0,59,144.60891801723992,145.203687341277,,
2023-10-06,6870,94000,13367500,142.0,145.0,140.0,144.5,0.5,83,144.57261201149328,145.07574418831754,,
2023-10-11,6870,54000,7814500,144.5,146.5,142.0,145.5,1.0,50,144.88174134099552,145.15288160862343,,
2023-10-12,6870,335000,51591500,145.5,159.5,145.5,156.0,10.5,253,148.58782756066367,147.1250849525101,,
2023-10-13,6870,180000,27800000,152.5,159.0,152.5,156.0,0.0,137,151.0585517071091,148.73870587023552,,
2023-10-16,6870,96000,14581500,152.0,154.5,148.0,152.0,-4.0,75,151.3723678047394,149.33166843928362,,
2023-10-17,6870,38000,5811500,154.0,155.0,150.5,150.5,-1.5,36,151.08157853649294,149.54409235941387,,
2023-10-18,6870,70000,10285000,152.5,152.5,143.5,146.0,-4.5,55,149.38771902432862,148.89971193042953,147.20454545454547,
2023-10-19,6870,80000,11558000,148.5,148.5,143.0,146.0,0.0,66,148.2584793495524,148.37249157944234,147.0998023715415,
2023-10-20,6870,65000,9383000,144.0,149.0,142.0,147.0,1.0,54,147.83898623303494,148.12294765590738,147.09112390445094,
2023-10-23,6870,20000,2850500,143.5,143.5,141.5,141.5,-5.5,20,145.7259908220233,146.91877535483331,146.6049392171074,
2023-10-24,6870,27000,3842500,142.0,145.0,141.5,141.5,0.0,25,144.3173272146822,145.93354347213634,146.16103145909804,
2023-10-25,6870,42000,6045500,145.0,146.0,142.5,144.5,3.0,32,144.37821814312147,145.6728992044752,146.0165939409156,
2023-10-26,6870,35000,5034000,143.0,145.0,142.5,144.0,-0.5,30,144.25214542874764,145.36873571275243,145.84123794605338,
2023-10-27,6870,13000,1873000,144.0,145.0,143.0,143.0,-1.0,13,143.8347636191651,144.93805649225197,145.59417377683135,
2023-10-30,6870,45000,6509500,145.0,148.0,143.5,144.0,1.0,32,143.88984241277674,144.76750076638797,145.45554997015037,
2023-10-31,6870,65000,9327000,147.5,147.5,140.0,142.5,-1.5,56,143.42656160851783,144.35522789977196,145.19854562491992,
2023-11-01,6870,19000,2694000,144.5,144.5,141.0,141.0,-1.5,16,142.61770773901188,143.74518646344978,144.83345470101384,
2023-11-02,6870,11000,1568500,141.5,145.0,141.0,141.0,0.0,10,142.07847182600793,143.24606165191346,144.50011081396914,
2023-11-03,6870,14000,1995500,141.0,144.0,141.0,142.0,1.0,13,142.05231455067195,143.0195049879292,144.28270987362401,
2023-11-06,6870,37000,5243000,144.5,144.5,140.5,143.5,1.5,30,142.53487636711463,143.10686771739663,144.21464814548278,
2023-11-07,6870,49000,6930500,141.0,143.5,140.0,140.0,-3.5,45,141.68991757807643,142.54198267786995,143.84815700239733,
2023-11-08,6870,66000,9227500,140.5,142.0,138.5,141.5,1.5,52,141.6266117187176,142.3525312818936,143.64396943697147,
2023-11-09,6870,43000,5986500,143.0,143.0,138.0,141.0,-0.5,42,141.41774114581173,142.1066165033675,143.41405905114786,
2023-11-10,6870,23000,3210000,139.5,141.5,138.0,141.0,0.0,23,141.2784940972078,141.9054135027552,143.20414087278718,
2023-11-13,6870,23000,3231000,141.5,142.5,138.5,140.0,-1.0,22,140.85232939813855,141.55897468407244,142.92551992732743,
2023-11-14,6870,64000,9103500,141.0,145.0,139.0,145.0,5.0,63,142.2348862654257,142.1846156506047,143.10590949886418,
2023-11-15,6870,32000,4563000,145.0,146.0,142.0,142.0,-3.0,29,142.15659084361712,142.1510491686766,143.00974345548468,
2023-11-16,6870,28000,3990500,144.0,145.0,142.0,142.0,0.0,21,142.10439389574475,142.12358568346266,142.9219396767469,
