date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-12-05,6916,3091802,90822786,30.3,30.35,28.6,29.2,0.0,1724,,,
2023-12-06,6916,2555084,76611665,28.75,30.95,28.75,30.35,1.15,1420,,,
2023-12-07,6916,1187663,36012351,30.4,30.9,29.85,30.0,-0.35,807,,,
2023-12-08,6916,1051674,30869219,30.0,30.2,28.8,28.95,-1.05,769,,,
2023-12-11,6916,1026763,29248763,29.0,29.05,27.95,28.0,-0.95,633,29.3,,
2023-12-12,6916,297011,8382022,28.1,28.4,28.1,28.2,0.2,225,28.933333333333334,,
2023-12-13,6916,367207,10368131,28.2,28.4,28.05,28.3,0.1,242,28.72222222222222,,
2023-12-14,6916,509687,14608461,28.3,29.2,28.3,28.6,0.3,300,28.68148148148148,,
2023-12-15,6916,741135,21548414,28.6,29.65,28.45,29.65,1.05,473,29.00432098765432,,
2023-12-18,6916,724432,21764141,30.0,30.6,29.7,29.95,0.3,429,29.31954732510288,29.119999999999997,
2023-12-19,6916,344751,10108699,29.8,29.8,28.95,29.3,-0.65,211,29.313031550068587,29.152727272727272,
2023-12-20,6916,191959,5591369,29.2,29.3,29.05,29.2,-0.1,139,29.275354366712392,29.161322314049585,
2023-12-21,6916,282180,8107536,29.05,29.05,28.55,28.8,-0.4,192,29.116902911141594,29.095627347858752,
2023-12-22,6916,132031,3790560,28.8,28.8,28.65,28.65,-0.15,107,28.96126860742773,29.014604193702613,
2023-12-25,6916,94212,2698675,28.7,28.7,28.55,28.7,0.05,69,28.874179071618485,28.95740343121123,
2023-12-26,6916,297799,8571104,28.7,29.4,28.5,29.4,0.7,201,29.049452714412322,29.037875534627368,
2023-12-27,6916,346086,10163152,29.4,29.6,29.0,29.4,0.0,191,29.166301809608214,29.103716346513302,
2023-12-28,6916,155031,4543492,29.25,29.45,29.2,29.3,-0.1,111,29.210867873072143,29.139404283510885,
2023-12-29,6916,347860,10163339,29.35,29.4,29.0,29.4,0.1,164,29.27391191538143,29.18678532287254,
2024-01-02,6916,139495,4087295,29.4,29.5,29.2,29.3,-0.1,90,29.28260794358762,29.20736980962299,
2024-01-03,6916,150591,4381273,29.3,29.3,29.05,29.05,-0.25,96,29.20507196239175,29.178757116964263,
2024-01-04,6916,213702,6196283,29.0,29.1,28.9,29.0,-0.05,96,29.136714641594498,29.146255822970762,29.122727272727264
2024-01-05,6916,109599,3180582,29.05,29.15,28.95,28.95,-0.05,71,29.074476427729664,29.110572946066988,29.107707509881415
