StockID,FirstDate
4171,2014-08-14
4542,2014-08-25
3272,2014-08-26
4991,2014-09-15
3707,2014-10-01
5284,2014-10-07
8450,2014-10-07
2641,2014-10-09
4192,2014-10-28
5878,2014-10-28
4433,2014-11-03
8420,2014-11-10
4549,2014-11-27
3666,2014-12-04
2235,2014-12-15
6426,2014-12-17
8454,2014-12-19
4198,2014-12-23
5291,2014-12-23
2726,2014-12-24
2064,2014-12-26
6419,2014-12-29
2732,2015-01-20
3581,2015-01-20
3122,2015-01-26
6451,2015-01-26
8222,2015-01-27
4550,2015-03-18
4174,2015-03-23
8341,2015-03-23
4188,2015-03-24
3374,2015-03-30
8431,2015-03-30
1264,2015-04-09
3672,2015-04-20
8437,2015-05-06
3492,2015-05-18
6432,2015-05-20
5245,2015-05-25
2236,2015-06-03
8027,2015-06-09
6456,2015-06-12
6457,2015-06-12
8463,2015-07-13
6442,2015-07-14
3081,2015-07-22
3413,2015-07-28
4551,2015-08-10
4167,2015-09-08
6488,2015-09-25
6443,2015-10-01
6417,2015-10-08
4557,2015-10-12
4190,2015-10-21
4555,2015-10-27
8444,2015-10-27
6470,2015-11-03
4763,2015-11-09
4968,2015-11-13
6485,2015-11-17
6465,2015-11-20
4147,2015-11-23
6514,2015-12-02
4804,2015-12-04
3321,2015-12-15
8467,2015-12-15
4116,2015-12-16
6464,2015-12-16
4556,2015-12-22
8464,2015-12-22
6462,2015-12-23
2740,2015-12-24
7402,2015-12-29
2736,2016-01-06
4545,2016-01-06
6435,2016-01-07
6496,2016-01-07
8455,2016-01-08
8472,2016-01-11
2239,2016-01-27
6026,2016-01-27
2643,2016-03-04
4806,2016-03-09
8462,2016-03-10
4543,2016-03-15
2069,2016-03-22
6510,2016-03-24
6512,2016-03-25
6469,2016-03-30
6525,2016-04-12
1776,2016-05-09
5543,2016-05-09
6494,2016-05-09
2739,2016-05-19
6531,2016-05-31
6482,2016-06-13
6523,2016-06-16
6477,2016-06-21
6446,2016-07-19
4552,2016-07-20
6499,2016-07-27
4554,2016-08-05
3708,2016-08-31
8415,2016-09-07
6542,2016-09-08
8473,2016-09-08
6486,2016-09-13
6548,2016-09-13
1598,2016-09-20
6532,2016-09-26
6535,2016-09-26
8279,2016-09-26
4754,2016-09-29
4438,2016-10-18
6538,2016-10-21
2633,2016-10-27
8477,2016-10-31
8466,2016-11-01
8442,2016-11-08
4943,2016-11-11
2748,2016-11-23
8488,2016-12-13
3346,2016-12-19
3426,2016-12-21
6569,2016-12-21
6568,2016-12-28
5258,2016-12-30
6552,2017-01-10
6560,2017-01-24
8481,2017-02-24
4183,2017-03-09
6533,2017-03-14
6577,2017-03-21
8476,2017-03-28
6472,2017-04-19
2065,2017-04-21
6492,2017-04-24
6438,2017-04-25
8489,2017-04-27
2897,2017-05-05
4560,2017-05-26
2937,2017-06-08
4148,2017-06-08
6582,2017-06-14
4807,2017-06-26
4562,2017-08-21
6579,2017-08-21
3709,2017-09-01
6574,2017-09-04
4741,2017-09-26
6573,2017-09-26
1268,2017-09-27
2243,2017-09-27
6441,2017-09-27
6541,2017-10-26
6556,2017-10-31
6593,2017-11-03
8342,2017-11-23
8499,2017-11-24
4155,2017-12-05
6570,2017-12-11
8478,2017-12-11
6591,2017-12-28
6613,2017-12-28
3710,2017-12-29
4764,2018-01-04
6596,2018-01-04
6616,2018-01-10
2939,2018-01-11
1796,2018-01-22
6615,2018-01-22
1760,2018-01-23
5299,2018-01-23
6530,2018-01-23
6581,2018-01-30
4566,2018-02-05
6625,2018-02-07
2630,2018-02-22
6461,2018-03-28
8440,2018-03-28
5864,2018-04-02
1587,2018-04-16
2745,2018-04-16
6416,2018-04-16
6547,2018-04-17
5220,2018-04-26
3711,2018-04-30
6288,2018-05-09
3147,2018-05-29
6561,2018-06-05
4561,2018-06-11
4989,2018-06-28
6576,2018-06-29
5223,2018-07-02
8028,2018-07-10
4563,2018-07-12
4744,2018-07-12
3530,2018-07-16
6612,2018-07-18
1240,2018-08-08
4540,2018-08-15
8482,2018-08-15
6664,2018-09-12
8367,2018-09-12
6578,2018-09-18
6641,2018-09-21
3712,2018-10-01
4568,2018-10-03
4961,2018-10-17
5876,2018-10-19
6640,2018-10-23
6654,2018-10-23
4767,2018-10-29
6667,2018-11-13
3178,2018-11-19
6666,2018-11-19
4766,2018-11-28
6655,2018-11-28
6674,2018-11-28
6558,2018-12-05
6671,2018-12-11
6668,2018-12-12
2070,2018-12-17
6670,2018-12-18
1341,2018-12-24
6590,2018-12-24
4967,2019-01-14
4538,2019-01-15
8104,2019-01-17
6425,2019-01-18
6643,2019-01-23
6418,2019-02-18
4564,2019-03-07
4760,2019-03-21
6662,2019-03-26
6672,2019-04-17
6683,2019-04-23
6516,2019-05-06
6679,2019-05-09
5283,2019-05-24
6624,2019-05-28
6649,2019-06-05
6629,2019-06-06
6589,2019-06-28
4576,2019-09-04
4572,2019-09-10
6680,2019-09-16
4571,2019-09-17
4931,2019-09-17
6642,2019-09-23
2752,2019-09-25
6491,2019-10-07
6690,2019-10-30
6698,2019-11-25
4439,2019-12-05
6592,2019-12-09
6715,2019-12-12
6706,2019-12-19
6527,2019-12-25
6697,2019-12-26
4580,2020-01-06
3713,2020-02-27
2743,2020-03-09
3597,2020-03-09
4581,2020-03-09
6716,2020-03-27
3543,2020-04-15
8284,2020-05-18
5546,2020-05-20
6732,2020-06-08
6598,2020-06-09
6588,2020-07-01
6754,2020-08-25
2241,2020-08-26
2754,2020-09-17
8089,2020-09-23
2247,2020-10-12
6703,2020-10-20
7556,2020-10-30
4945,2020-11-20
1342,2020-11-24
6727,2020-12-01
6752,2020-12-10
3138,2020-12-11
6743,2020-12-14
2755,2020-12-16
6762,2020-12-18
6756,2020-12-24
6728,2020-12-25
6751,2020-12-25
3714,2021-01-06
6712,2021-01-08
6747,2021-01-19
6515,2021-01-20
6767,2021-01-25
6661,2021-01-27
6733,2021-01-28
6651,2021-02-01
6781,2021-03-22
6776,2021-03-31
2211,2021-04-12
6768,2021-04-22
3357,2021-04-27
6741,2021-05-25
2250,2021-05-31
5236,2021-07-29
6684,2021-08-11
2753,2021-09-09
6788,2021-09-29
6790,2021-09-29
2947,2021-10-06
4440,2021-10-25
5222,2021-10-25
6761,2021-11-08
6806,2021-11-15
2945,2021-11-30
6770,2021-12-06
6792,2021-12-08
4770,2021-12-22
6691,2022-01-03
3592,2022-01-07
6719,2022-01-13
2756,2022-01-14
5244,2022-01-19
6693,2022-03-01
6829,2022-03-11
8438,2022-03-11
4923,2022-03-14
6763,2022-03-15
4558,2022-03-17
3349,2022-03-23
6804,2022-03-31
4768,2022-04-13
6807,2022-04-25
6721,2022-04-29
6735,2022-04-29
4583,2022-05-09
6799,2022-05-12
5228,2022-05-20
6585,2022-05-20
6546,2022-05-24
6796,2022-06-01
6550,2022-06-06
4577,2022-06-14
6789,2022-06-30
6823,2022-06-30
6811,2022-08-09
6854,2022-08-18
3715,2022-08-25
6830,2022-08-31
6834,2022-09-01
3430,2022-09-08
6689,2022-09-13
4584,2022-10-05
6855,2022-10-06
4951,2022-11-03
6695,2022-11-04
6835,2022-11-10
6791,2022-11-14
6843,2022-11-21
6782,2022-11-28
6859,2022-11-28
6874,2022-12-14
3447,2022-12-15
6517,2022-12-15
8227,2022-12-20
6708,2022-12-29
6865,2023-01-11
6841,2023-03-01
6753,2023-03-10
2645,2023-03-14
6863,2023-03-21
6606,2023-03-24
6840,2023-03-24
6861,2023-03-27
6846,2023-05-15
6584,2023-05-18
6821,2023-05-22
6657,2023-06-12
6877,2023-06-16
2073,2023-06-21
6902,2023-07-13
4569,2023-07-31
6757,2023-08-15
6895,2023-08-22
6870,2023-09-14
6901,2023-09-19
6526,2023-10-19
2254,2023-10-20
6856,2023-10-27
6658,2023-11-02
6933,2023-11-08
6805,2023-11-09
6922,2023-11-09
5292,2023-11-21
4442,2023-11-29
6894,2023-11-29
6742,2023-12-05
6904,2023-12-05
6916,2023-12-05
